Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,B365>2.5,B365<2.5
SP1,25/02/2024,15:00,Celta,Espanol,3,1,H,0,1,A,Test Ref,19,17,5,8,16,9,3,10,4,1,0,0,4.71,3.9,2.83,4.71,3.9,2.83,1.82,2.45,1.82,2.45
SP1,13/03/2024,15:00,Valencia,Sevilla,1,1,D,1,1,D,Test Ref,22,21,8,11,13,11,10,9,1,0,0,0,4.89,3.2,2.98,4.89,3.2,2.98,2.2,1.95,2.2,1.95
SP1,26/03/2024,15:00,Betis,Celta,1,1,D,1,0,H,Test Ref,18,15,4,3,6,15,5,3,4,0,0,0,5.64,3.58,5.41,5.64,3.58,5.41,1.54,1.94,1.54,1.94
SP1,23/03/2024,15:00,Villarreal,Real Madrid,2,1,H,2,0,H,Test Ref,11,5,2,2,12,10,8,10,1,3,0,0,5.66,3.54,2.12,5.66,3.54,2.12,1.69,1.82,1.69,1.82
SP1,05/03/2024,15:00,Leganes,Osasuna,1,1,D,1,1,D,Test Ref,23,11,10,5,5,9,10,2,4,2,0,0,1.67,4.45,1.86,1.67,4.45,1.86,1.77,1.75,1.77,1.75
SP1,27/03/2024,15:00,Espanol,Barcelona,4,3,H,0,0,D,Test Ref,9,17,2,7,14,5,3,10,3,4,0,0,3.74,2.81,4.14,3.74,2.81,4.14,2.5,2.12,2.5,2.12
SP1,21/03/2024,15:00,Real Sociedad,Las Palmas,2,0,H,2,0,H,Test Ref,24,6,11,2,15,5,5,6,4,3,0,0,4.49,3.33,2.94,4.49,3.33,2.94,2.21,2.22,2.21,2.22
SP1,04/03/2024,15:00,Alaves,Ath Madrid,4,0,H,3,0,H,Test Ref,11,23,4,5,7,15,9,4,2,1,0,0,3.22,4.27,4.82,3.22,4.27,4.82,2.06,1.41,2.06,1.41
SP1,20/03/2024,15:00,Valladolid,Vallecano,2,1,H,1,0,H,Test Ref,6,11,1,3,6,19,10,4,3,1,0,0,4.04,3.46,5.89,4.04,3.46,5.89,2.33,1.9,2.33,1.9
SP1,05/03/2024,15:00,Ath Bilbao,Girona,1,0,H,0,0,D,Test Ref,14,23,7,9,8,10,8,9,4,3,0,0,3.89,3.58,2.47,3.89,3.58,2.47,2.32,2.03,2.32,2.03
SP1,20/03/2024,15:00,Getafe,Mallorca,2,0,H,1,0,H,Test Ref,17,15,5,7,7,17,4,9,4,1,0,0,2.67,3.46,5.61,2.67,3.46,5.61,1.86,1.65,1.86,1.65
SP1,07/04/2024,15:00,Real Madrid,Osasuna,1,1,D,0,0,D,Test Ref,6,18,3,7,7,18,8,8,0,2,0,0,4.0,2.79,2.63,4.0,2.79,2.63,1.93,2.16,1.93,2.16
SP1,02/04/2024,15:00,Girona,Las Palmas,2,0,H,1,0,H,Test Ref,9,24,4,10,18,18,2,7,1,2,0,0,1.85,3.08,2.79,1.85,3.08,2.79,1.4,1.45,1.4,1.45
SP1,28/04/2024,15:00,Leganes,Espanol,0,2,A,0,0,D,Test Ref,7,12,2,2,10,9,5,2,0,0,0,0,2.42,3.7,4.49,2.42,3.7,4.49,1.91,1.77,1.91,1.77
SP1,11/04/2024,15:00,Real Sociedad,Betis,1,0,H,1,0,H,Test Ref,16,22,6,13,17,11,5,8,1,4,0,0,2.78,3.32,5.35,2.78,3.32,5.35,1.76,2.46,1.76,2.46
SP1,16/04/2024,15:00,Getafe,Celta,0,2,A,0,0,D,Test Ref,17,20,6,8,13,11,2,6,0,4,0,0,3.73,4.18,1.77,3.73,4.18,1.77,1.52,1.49,1.52,1.49
SP1,26/04/2024,15:00,Ath Bilbao,Valladolid,3,0,H,2,0,H,Test Ref,16,7,5,2,13,9,3,6,2,1,0,0,3.09,2.7,4.86,3.09,2.7,4.86,1.8,2.37,1.8,2.37
SP1,27/04/2024,15:00,Valencia,Mallorca,0,3,A,0,1,A,Test Ref,19,18,9,4,12,15,2,5,3,0,0,0,1.49,3.71,5.08,1.49,3.71,5.08,2.22,1.62,2.22,1.62
SP1,24/04/2024,15:00,Alaves,Ath Madrid,0,0,D,0,0,D,Test Ref,13,8,4,4,8,11,10,6,4,4,0,0,3.8,3.13,4.92,3.8,3.13,4.92,2.42,1.79,2.42,1.79
SP1,15/04/2024,15:00,Vallecano,Villarreal,1,2,A,0,2,A,Test Ref,8,17,2,9,18,7,5,6,2,2,0,0,5.03,3.2,3.47,5.03,3.2,3.47,2.26,1.65,2.26,1.65
SP1,13/04/2024,15:00,Barcelona,Sevilla,0,0,D,0,0,D,Test Ref,10,17,3,5,15,7,8,8,0,0,1,0,5.78,3.93,4.72,5.78,3.93,4.72,2.43,1.63,2.43,1.63
SP1,21/05/2024,15:00,Mallorca,Las Palmas,0,2,A,0,0,D,Test Ref,19,22,5,11,15,6,3,3,2,4,0,1,5.04,4.16,5.49,5.04,4.16,5.49,1.6,1.54,1.6,1.54
SP1,11/05/2024,15:00,Valencia,Villarreal,1,1,D,1,0,H,Test Ref,16,23,4,7,13,15,9,4,2,0,0,0,3.3,2.85,2.04,3.3,2.85,2.04,2.09,1.83,2.09,1.83
SP1,04/05/2024,15:00,Ath Madrid,Alaves,1,2,A,1,1,D,Test Ref,22,15,11,4,5,18,7,11,1,1,0,0,2.81,2.92,1.73,2.81,2.92,1.73,1.82,2.16,1.82,2.16
SP1,15/05/2024,15:00,Girona,Osasuna,2,3,A,2,0,H,Test Ref,17,10,4,4,9,14,7,5,2,2,0,0,4.19,3.89,2.75,4.19,3.89,2.75,2.3,2.0,2.3,2.0
SP1,17/05/2024,15:00,Betis,Espanol,0,3,A,0,0,D,Test Ref,13,16,6,5,18,8,3,10,3,2,0,0,4.48,4.12,2.12,4.48,4.12,2.12,2.33,1.46,2.33,1.46
SP1,09/05/2024,15:00,Getafe,Real Sociedad,1,0,H,0,0,D,Test Ref,6,8,3,2,15,11,7,10,0,2,0,0,2.29,3.82,3.08,2.29,3.82,3.08,1.48,1.62,1.48,1.62
SP1,24/05/2024,15:00,Vallecano,Valladolid,2,0,H,2,0,H,Test Ref,13,12,3,3,10,12,9,8,1,4,0,0,5.1,3.66,2.33,5.1,3.66,2.33,2.38,1.45,2.38,1.45
SP1,18/05/2024,15:00,Barcelona,Real Madrid,2,2,D,0,1,A,Test Ref,11,11,5,4,19,17,2,5,1,2,0,0,4.41,3.38,3.95,4.41,3.38,3.95,2.22,2.25,2.22,2.25
SP1,16/05/2024,15:00,Sevilla,Celta,3,0,H,1,0,H,Test Ref,9,7,3,1,17,17,9,5,2,0,0,0,2.36,4.09,1.6,2.36,4.09,1.6,1.98,1.63,1.98,1.63
SP1,05/05/2024,15:00,Leganes,Ath Bilbao,1,3,A,1,1,D,Test Ref,23,5,6,2,6,8,4,8,1,0,0,0,5.44,4.16,4.33,5.44,4.16,4.33,1.9,2.43,1.9,2.43
SP1,21/06/2024,15:00,Real Madrid,Las Palmas,5,1,H,4,1,H,Test Ref,7,24,1,10,5,7,8,11,1,4,0,0,2.32,3.77,2.45,2.32,3.77,2.45,1.61,1.9,1.61,1.9
SP1,02/06/2024,15:00,Valencia,Barcelona,4,1,H,1,0,H,Test Ref,15,17,8,10,6,15,2,11,2,1,1,0,2.09,4.36,4.41,2.09,4.36,4.41,2.4,2.47,2.4,2.47
SP1,15/06/2024,15:00,Mallorca,Ath Bilbao,2,0,H,2,0,H,Test Ref,19,9,6,4,14,5,9,3,2,2,0,0,3.74,4.3,4.25,3.74,4.3,4.25,1.99,2.22,1.99,2.22
SP1,17/06/2024,15:00,Villarreal,Girona,2,0,H,0,0,D,Test Ref,11,14,5,4,10,14,3,8,3,2,0,1,5.6,2.66,5.51,5.6,2.66,5.51,1.84,2.12,1.84,2.12
SP1,20/06/2024,15:00,Getafe,Osasuna,0,3,A,0,0,D,Test Ref,15,24,8,12,14,14,10,9,1,4,0,0,2.32,4.12,3.06,2.32,4.12,3.06,2.32,1.82,2.32,1.82
SP1,14/06/2024,15:00,Real Sociedad,Celta,1,1,D,1,1,D,Test Ref,18,6,7,1,9,18,4,11,3,4,0,0,2.51,3.03,2.81,2.51,3.03,2.81,2.33,1.43,2.33,1.43
SP1,26/06/2024,15:00,Leganes,Espanol,1,4,A,0,2,A,Test Ref,15,6,8,1,19,15,6,7,3,2,0,0,4.34,2.58,4.13,4.34,2.58,4.13,2.19,1.81,2.19,1.81
SP1,02/06/2024,15:00,Valladolid,Betis,3,1,H,0,0,D,Test Ref,21,5,12,2,10,16,5,11,2,4,0,0,4.84,3.69,4.12,4.84,3.69,4.12,1.64,2.12,1.64,2.12
SP1,06/06/2024,15:00,Ath Madrid,Alaves,2,1,H,2,0,H,Test Ref,12,22,4,5,7,18,3,4,1,3,0,0,2.32,3.03,5.4,2.32,3.03,5.4,1.53,2.06,1.53,2.06
SP1,20/06/2024,15:00,Vallecano,Sevilla,2,0,H,1,0,H,Test Ref,8,10,2,2,9,14,2,11,1,4,0,0,2.68,4.14,3.92,2.68,4.14,3.92,1.73,1.72,1.73,1.72
SP1,07/07/2024,15:00,Getafe,Osasuna,1,2,A,1,2,A,Test Ref,14,24,7,10,11,10,11,4,0,3,0,0,2.93,4.08,1.86,2.93,4.08,1.86,1.8,1.91,1.8,1.91
SP1,08/07/2024,15:00,Real Madrid,Alaves,1,2,A,1,0,H,Test Ref,20,22,4,12,12,10,6,11,2,0,0,0,3.03,3.12,4.17,3.03,3.12,4.17,1.96,1.76,1.96,1.76
SP1,21/07/2024,15:00,Las Palmas,Sevilla,1,0,H,1,0,H,Test Ref,15,22,8,11,19,6,5,4,2,0,0,0,3.81,3.27,3.32,3.81,3.27,3.32,1.98,1.54,1.98,1.54
SP1,04/07/2024,15:00,Real Sociedad,Villarreal,0,1,A,0,1,A,Test Ref,21,8,7,1,6,17,9,5,0,2,0,0,2.85,4.19,1.62,2.85,4.19,1.62,2.34,1.93,2.34,1.93
SP1,09/07/2024,15:00,Leganes,Ath Madrid,1,0,H,1,0,H,Test Ref,16,21,7,6,16,5,11,10,1,2,0,0,3.05,3.8,5.42,3.05,3.8,5.42,1.68,1.43,1.68,1.43
SP1,15/07/2024,15:00,Ath Bilbao,Valencia,4,0,H,2,0,H,Test Ref,15,18,3,9,13,12,9,8,3,1,0,0,2.9,3.92,2.06,2.9,3.92,2.06,1.52,1.83,1.52,1.83
SP1,15/07/2024,15:00,Barcelona,Vallecano,1,2,A,1,1,D,Test Ref,15,23,3,11,11,6,2,11,3,1,0,0,2.09,3.95,2.9,2.09,3.95,2.9,2.49,2.19,2.49,2.19
SP1,22/07/2024,15:00,Mallorca,Espanol,0,2,A,0,0,D,Test Ref,24,8,11,2,17,19,4,8,0,3,0,0,3.41,4.46,1.87,3.41,4.46,1.87,2.16,1.84,2.16,1.84
SP1,06/07/2024,15:00,Girona,Betis,2,1,H,1,1,D,Test Ref,14,9,5,4,19,10,10,6,3,0,0,0,4.51,3.29,4.57,4.51,3.29,4.57,1.42,1.56,1.42,1.56
SP1,03/07/2024,15:00,Valladolid,Celta,2,2,D,0,0,D,Test Ref,9,22,2,6,14,17,5,11,4,0,0,0,5.76,4.39,5.11,5.76,4.39,5.11,2.15,2.33,2.15,2.33
SP1,21/08/2024,15:00,Betis,Sevilla,0,2,A,0,0,D,Test Ref,13,7,6,1,13,7,3,2,0,0,0,0,2.69,4.43,5.27,2.69,4.43,5.27,2.37,1.91,2.37,1.91
SP1,08/08/2024,15:00,Alaves,Valencia,1,1,D,0,1,A,Test Ref,5,21,1,6,6,13,10,9,3,3,0,0,3.71,3.52,2.72,3.71,3.52,2.72,2.31,2.0,2.31,2.0
SP1,23/08/2024,15:00,Ath Bilbao,Ath Madrid,5,2,H,0,0,D,Test Ref,15,6,3,2,10,13,8,4,2,4,0,0,3.68,2.69,4.77,3.68,2.69,4.77,1.52,1.85,1.52,1.85
SP1,13/08/2024,15:00,Real Madrid,Barcelona,0,2,A,0,1,A,Test Ref,6,15,1,7,16,8,8,11,2,3,0,0,3.71,3.08,2.74,3.71,3.08,2.74,1.42,2.2,1.42,2.2
SP1,05/08/2024,15:00,Villarreal,Las Palmas,4,0,H,0,0,D,Test Ref,21,23,8,12,6,8,6,9,0,3,0,0,5.36,3.2,3.35,5.36,3.2,3.35,1.82,1.53,1.82,1.53
SP1,04/08/2024,15:00,Vallecano,Girona,3,0,H,0,0,D,Test Ref,20,12,8,2,12,14,10,5,1,4,0,0,3.61,4.06,2.25,3.61,4.06,2.25,2.36,1.46,2.36,1.46
SP1,20/08/2024,15:00,Real Sociedad,Leganes,0,1,A,0,0,D,Test Ref,9,6,3,1,17,12,3,7,4,0,0,0,3.49,4.13,3.36,3.49,4.13,3.36,2.01,1.4,2.01,1.4
SP1,27/08/2024,15:00,Valladolid,Celta,2,0,H,2,0,H,Test Ref,8,5,2,2,10,6,11,5,4,2,0,0,5.43,3.57,5.95,5.43,3.57,5.95,2.17,1.63,2.17,1.63
SP1,28/08/2024,15:00,Osasuna,Mallorca,2,2,D,2,2,D,Test Ref,6,20,3,11,8,19,5,2,2,4,0,0,3.27,4.36,3.27,3.27,4.36,3.27,2.42,1.77,2.42,1.77
SP1,01/08/2024,15:00,Getafe,Espanol,1,1,D,0,1,A,Test Ref,19,9,8,2,6,7,6,9,2,4,0,0,5.71,3.0,2.71,5.71,3.0,2.71,2.09,2.24,2.09,2.24
SP1,12/09/2024,15:00,Ath Madrid,Espanol,3,0,H,0,0,D,Test Ref,11,16,2,7,17,16,6,8,1,0,0,0,4.65,3.62,2.27,4.65,3.62,2.27,2.44,2.17,2.44,2.17
SP1,23/09/2024,15:00,Ath Bilbao,Real Madrid,1,0,H,0,0,D,Test Ref,24,12,10,5,6,13,3,4,2,3,0,0,4.28,4.13,4.81,4.28,4.13,4.81,2.3,2.13,2.3,2.13
SP1,23/09/2024,15:00,Sevilla,Getafe,2,3,A,0,0,D,Test Ref,22,16,10,4,16,11,2,7,3,4,0,0,3.64,4.35,2.82,3.64,4.35,2.82,2.19,1.93,2.19,1.93
SP1,14/09/2024,15:00,Vallecano,Las Palmas,0,0,D,0,0,D,Test Ref,12,23,5,11,13,17,6,6,3,0,0,0,1.58,4.15,3.83,1.58,4.15,3.83,2.14,1.94,2.14,1.94
SP1,24/09/2024,15:00,Celta,Barcelona,2,1,H,0,0,D,Test Ref,9,19,3,9,8,8,8,9,1,4,0,0,5.75,2.65,1.41,5.75,2.65,1.41,1.57,2.11,1.57,2.11
SP1,24/09/2024,15:00,Betis,Leganes,2,1,H,0,1,A,Test Ref,20,10,8,2,9,11,10,7,2,0,0,0,5.25,2.93,1.27,5.25,2.93,1.27,1.7,1.61,1.7,1.61
SP1,27/09/2024,15:00,Alaves,Valencia,0,2,A,0,1,A,Test Ref,10,14,2,7,13,10,8,8,2,0,0,0,3.44,3.65,3.84,3.44,3.65,3.84,2.46,2.01,2.46,2.01
SP1,07/09/2024,15:00,Mallorca,Villarreal,1,0,H,1,0,H,Test Ref,20,21,6,9,12,12,6,11,4,3,0,0,1.67,4.45,2.34,1.67,4.45,2.34,2.09,2.28,2.09,2.28
SP1,05/09/2024,15:00,Girona,Osasuna,2,0,H,2,0,H,Test Ref,22,9,4,2,15,16,2,8,2,3,0,0,3.65,4.3,3.4,3.65,4.3,3.4,2.09,2.46,2.09,2.46
SP1,03/09/2024,15:00,Real Sociedad,Valladolid,2,2,D,1,0,H,Test Ref,8,24,4,7,19,5,8,7,1,2,0,0,3.11,3.05,2.04,3.11,3.05,2.04,1.83,2.46,1.83,2.46
SP1,02/10/2024,15:00,Ath Bilbao,Valladolid,3,2,H,2,1,H,Test Ref,8,23,3,11,10,5,9,10,1,3,0,0,1.85,3.74,2.76,1.85,3.74,2.76,1.9,1.64,1.9,1.64
SP1,08/10/2024,15:00,Las Palmas,Osasuna,2,0,H,0,0,D,Test Ref,20,18,4,8,13,8,5,5,1,2,0,0,5.56,3.77,3.31,5.56,3.77,3.31,2.48,2.35,2.48,2.35
SP1,04/10/2024,15:00,Girona,Celta,1,1,D,1,1,D,Test Ref,23,22,6,5,17,17,6,3,2,0,1,0,4.85,4.25,1.67,4.85,4.25,1.67,1.98,1.69,1.98,1.69
SP1,16/10/2024,15:00,Espanol,Alaves,2,0,H,1,0,H,Test Ref,14,16,2,7,17,18,2,10,4,0,0,0,1.65,3.98,5.04,1.65,3.98,5.04,2.2,1.62,2.2,1.62
SP1,11/10/2024,15:00,Villarreal,Sevilla,1,0,H,1,0,H,Test Ref,22,21,6,5,15,9,5,7,0,0,0,0,2.93,3.05,3.65,2.93,3.05,3.65,2.48,1.54,2.48,1.54
SP1,17/10/2024,15:00,Valencia,Mallorca,4,3,H,0,1,A,Test Ref,5,9,2,1,14,9,3,4,4,2,0,0,4.77,3.29,1.66,4.77,3.29,1.66,1.68,2.45,1.68,2.45
SP1,02/10/2024,15:00,Real Madrid,Vallecano,0,1,A,0,1,A,Test Ref,7,22,2,5,15,17,2,5,2,3,0,0,5.75,4.14,3.85,5.75,4.14,3.85,2.36,2.49,2.36,2.49
SP1,04/10/2024,15:00,Getafe,Betis,4,2,H,2,1,H,Test Ref,13,11,7,3,17,17,5,11,4,0,0,0,2.56,3.11,2.25,2.56,3.11,2.25,2.27,1.77,2.27,1.77
SP1,25/10/2024,15:00,Real Sociedad,Leganes,1,4,A,0,2,A,Test Ref,20,9,7,2,12,9,11,4,1,1,0,0,5.46,3.84,5.99,5.46,3.84,5.99,1.59,1.5,1.59,1.5
SP1,14/10/2024,15:00,Ath Madrid,Barcelona,2,0,H,1,0,H,Test Ref,19,8,10,1,8,10,7,8,2,4,0,0,3.96,2.53,3.48,3.96,2.53,3.48,1.49,1.87,1.49,1.87
SP1,11/11/2024,15:00,Mallorca,Villarreal,4,1,H,2,0,H,Test Ref,13,8,3,3,9,7,8,2,1,1,0,0,2.12,4.22,1.75,2.12,4.22,1.75,2.36,2.06,2.36,2.06
SP1,19/11/2024,15:00,Las Palmas,Getafe,1,0,H,0,0,D,Test Ref,16,8,5,2,18,17,8,10,4,0,0,0,5.54,2.68,5.38,5.54,2.68,5.38,1.81,2.37,1.81,2.37
SP1,04/11/2024,15:00,Alaves,Girona,0,0,D,0,0,D,Test Ref,7,21,2,4,17,11,2,8,4,1,0,0,2.39,2.85,5.28,2.39,2.85,5.28,1.63,2.22,1.63,2.22
SP1,18/11/2024,15:00,Barcelona,Real Madrid,0,0,D,0,0,D,Test Ref,14,21,3,12,19,5,6,7,2,4,0,0,3.95,4.41,4.73,3.95,4.41,4.73,2.16,2.23,2.16,2.23
SP1,25/11/2024,15:00,Sevilla,Vallecano,3,1,H,1,0,H,Test Ref,21,21,5,8,13,6,2,5,2,2,0,0,5.18,2.84,2.99,5.18,2.84,2.99,2.06,1.93,2.06,1.93
SP1,28/11/2024,15:00,Espanol,Valladolid,0,2,A,0,1,A,Test Ref,14,19,6,8,16,16,11,6,1,4,0,0,5.36,3.59,1.39,5.36,3.59,1.39,1.91,2.3,1.91,2.3
SP1,09/11/2024,15:00,Celta,Leganes,1,4,A,1,0,H,Test Ref,20,22,11,13,9,11,5,5,4,2,0,0,2.64,4.39,2.46,2.64,4.39,2.46,2.14,1.6,2.14,1.6
SP1,12/11/2024,15:00,Real Sociedad,Ath Bilbao,1,2,A,0,1,A,Test Ref,23,11,8,5,5,13,9,9,0,1,0,0,1.28,3.76,4.31,1.28,3.76,4.31,2.04,1.6,2.04,1.6
SP1,13/11/2024,15:00,Osasuna,Betis,1,3,A,1,0,H,Test Ref,14,15,6,3,14,10,11,5,3,1,0,0,3.11,3.9,5.59,3.11,3.9,5.59,1.5,2.35,1.5,2.35
SP1,26/11/2024,15:00,Ath Madrid,Valencia,0,0,D,0,0,D,Test Ref,15,13,6,5,13,7,10,10,4,1,0,0,4.71,3.97,1.71,4.71,3.97,1.71,1.7,1.47,1.7,1.47
SP1,14/12/2024,15:00,Leganes,Osasuna,1,2,A,1,0,H,Test Ref,8,15,1,8,7,16,10,2,1,3,0,0,1.59,3.43,4.92,1.59,3.43,4.92,1.47,2.18,1.47,2.18
SP1,04/12/2024,15:00,Mallorca,Betis,2,1,H,1,1,D,Test Ref,13,10,6,3,14,17,6,8,3,2,0,1,1.85,3.23,1.72,1.85,3.23,1.72,2.06,1.46,2.06,1.46
SP1,22/12/2024,15:00,Valladolid,Vallecano,2,2,D,0,1,A,Test Ref,19,12,5,4,7,11,10,5,4,4,0,0,5.93,3.08,4.97,5.93,3.08,4.97,1.66,1.88,1.66,1.88
SP1,06/12/2024,15:00,Real Madrid,Getafe,4,1,H,1,0,H,Test Ref,12,18,3,6,5,8,6,7,0,3,0,0,2.61,3.45,5.96,2.61,3.45,5.96,2.03,1.79,2.03,1.79
SP1,09/12/2024,15:00,Valencia,Ath Bilbao,1,2,A,0,1,A,Test Ref,5,9,2,3,8,16,3,2,3,1,0,0,4.08,2.93,4.24,4.08,2.93,4.24,1.43,1.78,1.43,1.78
SP1,28/12/2024,15:00,Alaves,Barcelona,1,0,H,0,0,D,Test Ref,5,8,2,2,7,18,2,5,0,2,0,1,4.4,3.68,4.19,4.4,3.68,4.19,1.68,1.66,1.68,1.66
SP1,28/12/2024,15:00,Celta,Villarreal,2,2,D,1,1,D,Test Ref,14,9,6,3,16,8,3,9,1,0,0,0,4.97,3.12,3.46,4.97,3.12,3.46,1.66,2.49,1.66,2.49
SP1,21/12/2024,15:00,Sevilla,Las Palmas,1,0,H,0,0,D,Test Ref,23,11,13,5,7,13,5,5,4,4,0,0,5.0,4.06,1.7,5.0,4.06,1.7,1.71,1.69,1.71,1.69
SP1,21/12/2024,15:00,Girona,Real Sociedad,1,0,H,1,0,H,Test Ref,24,6,6,1,18,13,9,3,4,1,0,0,3.46,2.86,4.07,3.46,2.86,4.07,2.16,1.92,2.16,1.92
SP1,28/12/2024,15:00,Espanol,Ath Madrid,2,3,A,1,0,H,Test Ref,15,21,5,9,17,19,4,8,4,2,1,0,4.05,3.22,4.86,4.05,3.22,4.86,1.55,2.37,1.55,2.37
SP1,15/01/2024,15:00,Leganes,Valencia,1,1,D,1,1,D,Test Ref,9,20,5,11,5,15,8,2,2,1,0,0,5.88,2.93,2.01,5.88,2.93,2.01,1.8,2.4,1.8,2.4
SP1,05/01/2024,15:00,Villarreal,Girona,1,1,D,1,1,D,Test Ref,20,8,4,2,12,13,7,7,0,4,0,0,4.05,3.06,4.5,4.05,3.06,4.5,2.09,1.59,2.09,1.59
SP1,23/01/2024,15:00,Ath Madrid,Barcelona,1,1,D,1,1,D,Test Ref,5,17,2,10,9,15,11,10,2,3,0,0,3.54,3.63,2.43,3.54,3.63,2.43,1.96,2.22,1.96,2.22
SP1,07/01/2024,15:00,Espanol,Real Madrid,1,2,A,0,0,D,Test Ref,7,16,3,7,18,19,7,4,4,1,0,0,4.22,3.45,4.29,4.22,3.45,4.29,2.4,2.02,2.4,2.02
SP1,12/01/2024,15:00,Mallorca,Sevilla,1,0,H,0,0,D,Test Ref,22,20,11,7,19,13,2,9,0,1,0,0,3.21,3.06,3.82,3.21,3.06,3.82,1.81,1.65,1.81,1.65
