Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,B365>2.5,B365<2.5
E0,06/07/2024,15:00,Man United,Brighton,0,2,A,0,2,A,Test Ref,22,10,10,2,10,15,8,2,2,0,0,0,3.35,4.38,4.74,3.35,4.38,4.74,1.9,2.03,1.9,2.03
E0,15/07/2024,15:00,Crystal Palace,Everton,2,1,H,1,1,D,Test Ref,10,9,2,4,13,11,5,10,2,4,0,0,3.76,2.78,4.04,3.76,2.78,4.04,1.75,1.46,1.75,1.46
E0,12/07/2024,15:00,Chelsea,Liverpool,0,3,A,0,1,A,Test Ref,11,14,5,5,6,11,11,8,3,3,0,0,1.36,4.18,3.44,1.36,4.18,3.44,1.5,2.18,1.5,2.18
E0,08/07/2024,15:00,Arsenal,Man City,1,1,D,1,1,D,Test Ref,24,13,8,6,10,19,6,2,0,1,0,0,5.36,2.76,4.06,5.36,2.76,4.06,1.89,1.86,1.89,1.86
E0,24/07/2024,15:00,Brentford,Fulham,0,2,A,0,0,D,Test Ref,10,6,4,1,6,14,5,4,1,3,1,0,4.77,2.93,1.49,4.77,2.93,1.49,1.57,1.89,1.57,1.89
E0,18/07/2024,15:00,Ipswich,Nott'm Forest,2,2,D,2,0,H,Test Ref,7,19,2,9,18,7,9,6,3,3,1,0,5.85,3.14,3.17,5.85,3.14,3.17,2.1,1.43,2.1,1.43
E0,22/07/2024,15:00,Newcastle,Wolves,2,0,H,0,0,D,Test Ref,16,20,8,7,19,16,5,6,2,4,0,1,4.67,4.17,3.12,4.67,4.17,3.12,1.89,2.34,1.89,2.34
E0,18/07/2024,15:00,West Ham,Bournemouth,4,1,H,1,1,D,Test Ref,21,18,4,8,16,7,3,10,0,4,0,0,3.28,2.98,4.18,3.28,2.98,4.18,1.6,2.23,1.6,2.23
E0,09/07/2024,15:00,Aston Villa,Southampton,2,0,H,2,0,H,Test Ref,21,23,8,5,11,11,2,9,3,1,0,0,2.99,3.06,2.51,2.99,3.06,2.51,1.59,1.76,1.59,1.76
E0,14/07/2024,15:00,Leicester,Tottenham,2,0,H,0,0,D,Test Ref,13,16,4,3,16,10,9,2,3,4,0,0,5.72,2.95,3.07,5.72,2.95,3.07,2.07,2.23,2.07,2.23
E0,06/08/2024,15:00,Leicester,West Ham,0,2,A,0,1,A,Test Ref,19,14,6,6,19,9,4,4,2,1,0,1,3.61,3.68,2.85,3.61,3.68,2.85,2.14,1.65,2.14,1.65
E0,16/08/2024,15:00,Tottenham,Fulham,1,1,D,1,1,D,Test Ref,5,12,1,3,16,15,2,4,3,3,0,0,5.68,3.03,1.92,5.68,3.03,1.92,1.5,2.02,1.5,2.02
E0,13/08/2024,15:00,Bournemouth,Man United,1,1,D,0,1,A,Test Ref,22,23,10,12,14,11,9,11,3,1,1,0,2.28,4.31,3.48,2.28,4.31,3.48,1.65,2.34,1.65,2.34
E0,20/08/2024,15:00,Southampton,Everton,0,1,A,0,0,D,Test Ref,8,6,3,2,14,5,5,10,3,4,0,0,2.63,2.62,1.88,2.63,2.62,1.88,2.32,2.2,2.32,2.2
E0,27/08/2024,15:00,Ipswich,Arsenal,1,2,A,0,0,D,Test Ref,13,6,4,2,18,18,4,2,2,0,0,0,4.7,2.83,3.92,4.7,2.83,3.92,1.74,1.6,1.74,1.6
E0,26/08/2024,15:00,Man City,Wolves,1,0,H,0,0,D,Test Ref,5,7,1,3,5,14,7,6,0,3,0,0,5.04,2.77,1.73,5.04,2.77,1.73,2.41,2.23,2.41,2.23
E0,22/08/2024,15:00,Crystal Palace,Newcastle,3,0,H,1,0,H,Test Ref,12,22,5,4,16,16,6,11,3,0,0,0,4.6,4.24,3.04,4.6,4.24,3.04,1.74,1.82,1.74,1.82
E0,15/08/2024,15:00,Aston Villa,Brentford,1,1,D,1,0,H,Test Ref,16,14,7,6,8,11,7,8,1,2,0,0,5.44,4.44,3.24,5.44,4.44,3.24,2.32,1.46,2.32,1.46
E0,23/08/2024,15:00,Liverpool,Nott'm Forest,1,1,D,0,0,D,Test Ref,8,10,1,2,15,11,2,9,0,2,0,0,2.48,4.03,2.43,2.48,4.03,2.43,1.89,2.16,1.89,2.16
E0,23/08/2024,15:00,Chelsea,Brighton,3,1,H,1,1,D,Test Ref,6,20,3,10,9,6,7,4,2,0,0,0,5.5,3.33,1.28,5.5,3.33,1.28,2.35,1.59,2.35,1.59
E0,20/09/2024,15:00,Bournemouth,Tottenham,0,0,D,0,0,D,Test Ref,7,13,2,6,17,5,5,9,3,4,0,0,3.07,3.62,3.97,3.07,3.62,3.97,1.58,1.84,1.58,1.84
E0,19/09/2024,15:00,Leicester,Southampton,1,5,A,0,1,A,Test Ref,22,18,8,8,16,19,2,5,3,1,0,0,2.83,3.17,1.4,2.83,3.17,1.4,2.06,2.34,2.06,2.34
E0,18/09/2024,15:00,Chelsea,Ipswich,1,1,D,1,1,D,Test Ref,6,22,2,11,12,19,9,9,0,0,0,0,5.53,2.75,3.09,5.53,2.75,3.09,2.34,2.4,2.34,2.4
E0,21/09/2024,15:00,West Ham,Wolves,2,1,H,0,0,D,Test Ref,24,22,10,4,14,5,5,7,0,4,0,0,3.72,2.95,2.82,3.72,2.95,2.82,1.94,1.75,1.94,1.75
E0,26/09/2024,15:00,Nott'm Forest,Arsenal,1,2,A,0,0,D,Test Ref,16,19,8,9,12,7,8,2,3,2,0,0,5.75,3.64,2.67,5.75,3.64,2.67,1.95,1.95,1.95,1.95
E0,21/09/2024,15:00,Aston Villa,Man City,4,0,H,2,0,H,Test Ref,21,9,11,4,5,18,3,11,4,0,0,0,3.01,4.08,2.89,3.01,4.08,2.89,1.58,1.44,1.58,1.44
E0,01/09/2024,15:00,Liverpool,Newcastle,4,0,H,1,0,H,Test Ref,12,5,3,1,18,17,11,8,1,1,0,0,3.21,4.36,5.57,3.21,4.36,5.57,2.19,2.37,2.19,2.37
E0,21/09/2024,15:00,Brentford,Man United,0,4,A,0,2,A,Test Ref,11,11,4,5,14,7,3,10,4,1,0,0,1.46,2.84,3.39,1.46,2.84,3.39,2.3,1.82,2.3,1.82
E0,27/09/2024,15:00,Everton,Brighton,2,0,H,0,0,D,Test Ref,18,21,9,10,6,6,10,2,2,0,0,0,1.59,4.27,2.15,1.59,4.27,2.15,2.22,1.71,2.22,1.71
E0,18/09/2024,15:00,Fulham,Crystal Palace,1,1,D,1,1,D,Test Ref,24,13,5,3,11,15,4,5,2,4,0,0,1.71,3.19,1.91,1.71,3.19,1.91,2.1,2.44,2.1,2.44
E0,17/10/2024,15:00,Nott'm Forest,Chelsea,0,2,A,0,1,A,Test Ref,14,5,3,2,9,9,5,6,1,4,0,0,5.42,4.17,5.66,5.42,4.17,5.66,1.9,2.25,1.9,2.25
E0,11/10/2024,15:00,Southampton,Ipswich,3,0,H,0,0,D,Test Ref,21,8,4,2,5,11,6,2,0,0,0,0,1.61,4.39,3.68,1.61,4.39,3.68,1.48,2.3,1.48,2.3
E0,12/10/2024,15:00,Brighton,Everton,1,1,D,0,0,D,Test Ref,21,15,4,3,12,19,3,4,1,4,1,0,3.04,2.94,2.67,3.04,2.94,2.67,2.47,2.17,2.47,2.17
E0,14/10/2024,15:00,Man City,Crystal Palace,4,2,H,1,0,H,Test Ref,16,19,3,8,5,16,5,2,4,3,0,0,1.97,3.93,4.57,1.97,3.93,4.57,2.46,1.73,2.46,1.73
E0,10/10/2024,15:00,Man United,Newcastle,0,0,D,0,0,D,Test Ref,12,24,5,5,15,8,5,7,4,4,0,0,5.69,2.83,1.4,5.69,2.83,1.4,1.9,2.28,1.9,2.28
E0,01/10/2024,15:00,Fulham,Leicester,6,0,H,1,0,H,Test Ref,20,12,9,2,19,12,7,10,4,1,0,0,3.16,3.63,5.01,3.16,3.63,5.01,1.7,2.09,1.7,2.09
E0,07/10/2024,15:00,Tottenham,Liverpool,0,3,A,0,0,D,Test Ref,6,24,2,9,16,13,11,9,3,2,0,0,4.25,4.21,3.55,4.25,4.21,3.55,1.64,1.59,1.64,1.59
E0,22/10/2024,15:00,Wolves,Bournemouth,0,4,A,0,0,D,Test Ref,13,21,3,8,15,16,5,5,1,2,0,0,4.47,3.33,4.57,4.47,3.33,4.57,2.23,2.26,2.23,2.26
E0,24/10/2024,15:00,Brentford,West Ham,1,2,A,1,0,H,Test Ref,9,20,3,5,9,13,7,8,3,4,0,1,1.3,3.43,2.35,1.3,3.43,2.35,2.16,2.02,2.16,2.02
E0,02/10/2024,15:00,Aston Villa,Arsenal,2,2,D,2,0,H,Test Ref,24,24,12,8,10,6,9,6,4,2,1,0,5.19,4.19,4.46,5.19,4.19,4.46,2.45,1.96,2.45,1.96
E0,24/11/2024,15:00,Nott'm Forest,Chelsea,2,1,H,2,0,H,Test Ref,24,12,8,4,7,9,8,7,0,3,0,0,1.95,4.42,1.38,1.95,4.42,1.38,2.48,1.41,2.48,1.41
E0,18/11/2024,15:00,Bournemouth,Fulham,2,2,D,1,0,H,Test Ref,13,19,7,7,10,18,4,2,1,1,0,0,2.19,3.03,5.57,2.19,3.03,5.57,2.41,1.76,2.41,1.76
E0,03/11/2024,15:00,Newcastle,Crystal Palace,2,2,D,0,1,A,Test Ref,5,5,2,1,18,11,7,4,1,1,0,0,5.0,2.55,4.13,5.0,2.55,4.13,2.2,2.49,2.2,2.49
E0,07/11/2024,15:00,Ipswich,Aston Villa,1,0,H,0,0,D,Test Ref,13,18,5,9,14,15,2,5,1,4,0,0,2.11,2.56,4.44,2.11,2.56,4.44,1.84,2.02,1.84,2.02
E0,19/11/2024,15:00,Man United,Southampton,1,1,D,1,1,D,Test Ref,22,12,4,6,11,5,11,2,1,1,0,0,1.53,3.38,2.41,1.53,3.38,2.41,2.22,2.1,2.22,2.1
E0,13/11/2024,15:00,Man City,Wolves,0,2,A,0,2,A,Test Ref,22,22,13,11,8,18,4,3,0,2,0,0,1.73,3.95,2.48,1.73,3.95,2.48,2.3,2.5,2.3,2.5
E0,02/11/2024,15:00,Everton,Tottenham,2,2,D,1,0,H,Test Ref,22,7,6,3,12,12,4,6,1,3,0,0,5.42,4.17,2.3,5.42,4.17,2.3,1.44,2.28,1.44,2.28
E0,14/11/2024,15:00,Leicester,Brentford,4,1,H,0,0,D,Test Ref,21,13,6,4,11,19,6,8,2,0,0,0,4.96,4.18,4.0,4.96,4.18,4.0,1.84,2.44,1.84,2.44
E0,23/11/2024,15:00,Arsenal,West Ham,1,3,A,0,0,D,Test Ref,20,13,9,6,19,11,4,11,0,3,0,0,4.1,3.37,5.15,4.1,3.37,5.15,2.42,2.1,2.42,2.1
E0,07/11/2024,15:00,Brighton,Liverpool,1,1,D,1,0,H,Test Ref,9,9,2,4,5,17,9,9,4,4,0,0,1.26,4.3,3.99,1.26,4.3,3.99,1.79,1.66,1.79,1.66
E0,19/12/2024,15:00,Brentford,Wolves,2,0,H,1,0,H,Test Ref,15,8,7,4,12,8,2,3,1,3,0,0,1.84,4.26,3.65,1.84,4.26,3.65,1.49,2.08,1.49,2.08
E0,01/12/2024,15:00,Brighton,Everton,4,2,H,1,2,A,Test Ref,14,7,3,3,14,6,2,2,1,0,0,0,1.57,4.36,4.59,1.57,4.36,4.59,1.76,1.83,1.76,1.83
E0,06/12/2024,15:00,Newcastle,Leicester,4,3,H,2,0,H,Test Ref,21,15,7,6,7,12,11,11,1,0,0,0,5.78,2.91,2.7,5.78,2.91,2.7,1.74,1.72,1.74,1.72
E0,23/12/2024,15:00,Crystal Palace,Liverpool,2,1,H,1,1,D,Test Ref,9,20,2,7,11,19,11,6,1,0,0,0,1.24,3.78,1.53,1.24,3.78,1.53,1.7,2.04,1.7,2.04
E0,23/12/2024,15:00,Chelsea,Tottenham,1,4,A,0,0,D,Test Ref,11,6,5,1,9,11,10,9,2,0,0,0,5.1,2.81,4.99,5.1,2.81,4.99,1.47,1.61,1.47,1.61
E0,21/12/2024,15:00,Arsenal,Nott'm Forest,1,2,A,0,0,D,Test Ref,14,13,5,6,16,8,10,5,0,3,0,0,2.91,3.06,5.24,2.91,3.06,5.24,1.46,1.84,1.46,1.84
E0,17/12/2024,15:00,Southampton,Aston Villa,1,4,A,0,1,A,Test Ref,19,10,7,3,16,8,2,2,3,0,0,0,4.38,4.24,5.17,4.38,4.24,5.17,1.8,2.06,1.8,2.06
E0,16/12/2024,15:00,Man United,Man City,0,0,D,0,0,D,Test Ref,22,8,6,2,7,15,11,6,4,3,0,0,2.23,4.44,1.89,2.23,4.44,1.89,1.51,1.52,1.51,1.52
E0,28/12/2024,15:00,Ipswich,Fulham,3,2,H,1,1,D,Test Ref,15,11,3,6,19,8,11,10,3,1,0,0,1.82,3.52,1.94,1.82,3.52,1.94,2.08,1.57,2.08,1.57
E0,18/12/2024,15:00,West Ham,Bournemouth,3,2,H,1,0,H,Test Ref,5,19,2,10,19,10,6,9,2,1,0,0,3.85,3.71,4.59,3.85,3.71,4.59,2.15,1.72,2.15,1.72
E0,11/01/2024,15:00,Southampton,Newcastle,3,0,H,1,0,H,Test Ref,24,22,7,9,19,6,8,6,2,4,0,0,3.14,3.25,2.5,3.14,3.25,2.5,1.73,1.8,1.73,1.8
E0,13/01/2024,15:00,Bournemouth,Brighton,1,2,A,0,1,A,Test Ref,9,8,1,3,19,18,8,6,0,3,0,0,3.91,3.31,3.1,3.91,3.31,3.1,1.61,1.99,1.61,1.99
E0,27/01/2024,15:00,Ipswich,Tottenham,1,0,H,0,0,D,Test Ref,9,17,3,8,11,12,9,5,3,0,0,0,5.96,3.1,4.25,5.96,3.1,4.25,2.04,2.26,2.04,2.26
E0,24/01/2024,15:00,Nott'm Forest,Man City,2,2,D,2,1,H,Test Ref,21,12,5,2,7,14,10,9,4,2,0,0,4.83,4.14,2.24,4.83,4.14,2.24,1.69,1.63,1.69,1.63
E0,11/01/2024,15:00,Liverpool,Man United,2,1,H,0,1,A,Test Ref,11,20,4,10,12,7,9,2,2,3,0,0,3.37,3.71,5.5,3.37,3.71,5.5,2.35,2.38,2.35,2.38
E0,11/01/2024,15:00,Crystal Palace,Aston Villa,0,0,D,0,0,D,Test Ref,13,16,5,6,8,14,9,4,3,0,0,0,1.58,3.07,2.75,1.58,3.07,2.75,2.02,1.71,2.02,1.71
E0,10/01/2024,15:00,Everton,Chelsea,1,2,A,1,1,D,Test Ref,18,21,5,9,17,12,3,3,1,3,0,0,3.38,3.08,2.32,3.38,3.08,2.32,2.21,1.41,2.21,1.41
