Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,B365>2.5,B365<2.5
E0,07/02/2024,15:00,Man United,Liverpool,2,3,A,0,0,D,Test Ref,6,23,2,9,14,10,7,11,0,3,1,0,3.78,3.15,5.17,3.78,3.15,5.17,1.7,2.46,1.7,2.46
E0,01/02/2024,15:00,Brighton,Brentford,0,0,D,0,0,D,Test Ref,17,22,6,7,19,7,2,9,3,1,0,1,5.82,4.17,4.54,5.82,4.17,4.54,1.85,1.59,1.85,1.59
E0,04/02/2024,15:00,Newcastle,Nott'm Forest,1,0,H,0,0,D,Test Ref,9,7,2,2,13,17,6,7,3,4,0,0,5.9,2.85,1.28,5.9,2.85,1.28,2.24,2.29,2.24,2.29
E0,11/02/2024,15:00,Bournemouth,Tottenham,0,1,A,0,0,D,Test Ref,14,23,5,12,12,11,6,5,1,0,0,0,5.04,3.85,3.95,5.04,3.85,3.95,1.54,2.29,1.54,2.29
E0,25/02/2024,15:00,Man City,West Ham,4,0,H,0,0,D,Test Ref,23,22,10,5,14,14,9,11,1,2,0,0,4.54,3.76,5.41,4.54,3.76,5.41,2.21,2.28,2.21,2.28
E0,12/02/2024,15:00,Crystal Palace,Chelsea,2,2,D,0,1,A,Test Ref,9,16,3,8,13,18,10,4,0,0,0,0,2.74,4.29,3.07,2.74,4.29,3.07,1.41,2.4,1.41,2.4
E0,06/02/2024,15:00,Leicester,Fulham,3,1,H,0,1,A,Test Ref,8,20,4,4,11,18,11,11,1,4,0,0,4.59,4.44,4.5,4.59,4.44,4.5,2.32,2.35,2.32,2.35
E0,07/02/2024,15:00,Arsenal,Everton,0,1,A,0,0,D,Test Ref,23,12,8,4,19,11,5,2,0,4,0,0,1.6,4.05,3.88,1.6,4.05,3.88,1.87,2.4,1.87,2.4
E0,22/02/2024,15:00,Southampton,Wolves,1,1,D,1,1,D,Test Ref,21,5,6,2,9,15,6,7,3,4,0,0,1.56,2.83,2.24,1.56,2.83,2.24,1.72,2.5,1.72,2.5
E0,05/02/2024,15:00,Ipswich,Aston Villa,2,0,H,2,0,H,Test Ref,8,12,2,5,8,15,6,10,0,0,0,0,4.49,2.83,5.57,4.49,2.83,5.57,2.3,2.44,2.3,2.44
E0,01/03/2024,15:00,Brentford,Wolves,1,0,H,0,0,D,Test Ref,10,21,4,10,11,9,4,6,4,4,0,0,2.36,2.91,2.41,2.36,2.91,2.41,1.7,1.63,1.7,1.63
E0,15/03/2024,15:00,Man United,Liverpool,2,0,H,1,0,H,Test Ref,16,5,6,2,19,19,10,2,4,4,0,0,5.54,3.73,5.91,5.54,3.73,5.91,2.07,2.1,2.07,2.1
E0,19/03/2024,15:00,Fulham,Tottenham,2,2,D,2,1,H,Test Ref,24,9,14,3,11,11,4,10,2,3,0,0,5.5,3.45,4.4,5.5,3.45,4.4,1.59,1.61,1.59,1.61
E0,24/03/2024,15:00,Nott'm Forest,Bournemouth,2,0,H,1,0,H,Test Ref,18,6,4,1,13,19,10,11,0,2,0,0,2.53,4.11,4.79,2.53,4.11,4.79,1.6,1.63,1.6,1.63
E0,10/03/2024,15:00,Leicester,West Ham,2,2,D,0,2,A,Test Ref,19,17,10,5,11,9,4,10,3,1,0,0,1.63,3.57,2.32,1.63,3.57,2.32,1.78,1.92,1.78,1.92
E0,24/03/2024,15:00,Southampton,Chelsea,2,1,H,1,0,H,Test Ref,13,9,4,4,15,17,3,9,4,0,0,0,1.93,2.99,1.97,1.93,2.99,1.97,1.61,1.71,1.61,1.71
E0,01/03/2024,15:00,Arsenal,Everton,1,1,D,1,0,H,Test Ref,15,8,3,4,7,18,9,7,0,1,0,0,2.54,4.04,2.1,2.54,4.04,2.1,1.76,1.87,1.76,1.87
E0,12/03/2024,15:00,Crystal Palace,Brighton,3,0,H,2,0,H,Test Ref,14,9,3,5,8,5,9,3,4,0,0,0,3.46,3.32,2.87,3.46,3.32,2.87,2.42,2.31,2.42,2.31
E0,01/03/2024,15:00,Man City,Ipswich,3,2,H,0,2,A,Test Ref,7,9,3,4,13,17,11,5,1,0,0,0,4.63,4.3,4.2,4.63,4.3,4.2,1.99,1.88,1.99,1.88
E0,22/03/2024,15:00,Aston Villa,Newcastle,1,1,D,1,1,D,Test Ref,24,19,13,7,17,10,8,5,0,0,0,0,1.89,2.91,4.63,1.89,2.91,4.63,1.94,2.23,1.94,2.23
E0,26/04/2024,15:00,Leicester,Arsenal,3,0,H,0,0,D,Test Ref,15,16,8,4,5,19,3,10,3,2,0,0,4.54,4.34,4.59,4.54,4.34,4.59,1.57,2.03,1.57,2.03
E0,06/04/2024,15:00,Fulham,Ipswich,0,0,D,0,0,D,Test Ref,9,18,2,9,11,7,2,7,4,0,0,0,4.98,3.71,1.75,4.98,3.71,1.75,1.86,2.35,1.86,2.35
E0,07/04/2024,15:00,Wolves,Liverpool,1,2,A,1,0,H,Test Ref,11,24,4,13,14,16,2,7,1,4,0,0,3.4,3.61,5.33,3.4,3.61,5.33,1.99,1.6,1.99,1.6
E0,10/04/2024,15:00,Crystal Palace,Bournemouth,1,1,D,1,0,H,Test Ref,17,20,7,4,6,10,4,3,3,0,0,0,1.95,2.86,5.34,1.95,2.86,5.34,2.44,1.81,2.44,1.81
E0,21/04/2024,15:00,Aston Villa,Man United,6,1,H,0,0,D,Test Ref,12,19,5,10,7,12,9,3,2,3,0,0,3.15,3.15,1.62,3.15,3.15,1.62,2.1,2.21,2.1,2.21
E0,23/04/2024,15:00,Brighton,Nott'm Forest,0,0,D,0,0,D,Test Ref,14,6,4,1,9,10,5,6,0,1,0,0,5.88,4.06,1.75,5.88,4.06,1.75,2.02,2.48,2.02,2.48
E0,22/04/2024,15:00,Tottenham,Southampton,2,0,H,1,0,H,Test Ref,15,18,8,7,9,15,3,8,1,4,0,0,1.52,3.31,3.59,1.52,3.31,3.59,2.19,1.52,2.19,1.52
E0,15/04/2024,15:00,Everton,West Ham,0,3,A,0,1,A,Test Ref,18,6,4,2,8,7,4,6,1,4,0,0,2.91,3.94,2.63,2.91,3.94,2.63,2.02,1.92,2.02,1.92
E0,05/04/2024,15:00,Brentford,Newcastle,1,1,D,1,1,D,Test Ref,13,6,3,1,13,17,2,2,2,1,0,0,1.57,2.5,5.84,1.57,2.5,5.84,1.41,1.51,1.41,1.51
E0,23/04/2024,15:00,Man City,Chelsea,0,1,A,0,0,D,Test Ref,20,23,9,12,10,10,8,6,0,1,0,0,5.94,4.39,1.39,5.94,4.39,1.39,2.18,2.42,2.18,2.42
E0,03/05/2024,15:00,Nott'm Forest,Arsenal,2,2,D,0,0,D,Test Ref,11,19,5,7,17,6,7,10,0,4,0,0,1.32,4.24,1.3,1.32,4.24,1.3,2.36,1.98,2.36,1.98
E0,16/05/2024,15:00,Brighton,Chelsea,0,0,D,0,0,D,Test Ref,16,20,8,11,19,11,11,10,3,4,0,1,3.44,3.09,5.29,3.44,3.09,5.29,2.19,2.05,2.19,2.05
E0,09/05/2024,15:00,West Ham,Ipswich,0,2,A,0,2,A,Test Ref,10,11,5,6,11,8,3,10,3,2,0,0,2.31,4.16,1.78,2.31,4.16,1.78,1.45,1.82,1.45,1.82
E0,09/05/2024,15:00,Tottenham,Liverpool,0,1,A,0,1,A,Test Ref,14,7,7,3,7,10,9,4,4,4,0,0,3.98,2.68,5.41,3.98,2.68,5.41,1.69,1.54,1.69,1.54
E0,08/05/2024,15:00,Brentford,Man City,0,1,A,0,1,A,Test Ref,19,10,5,4,10,9,11,3,3,4,0,0,1.5,4.27,3.68,1.5,4.27,3.68,2.4,2.03,2.4,2.03
E0,14/05/2024,15:00,Southampton,Leicester,2,5,A,2,1,H,Test Ref,11,9,6,4,14,14,4,8,2,4,0,0,5.13,4.16,3.64,5.13,4.16,3.64,1.41,1.72,1.41,1.72
E0,12/05/2024,15:00,Aston Villa,Everton,1,0,H,0,0,D,Test Ref,17,7,4,2,13,6,8,11,3,3,0,0,4.99,2.85,4.9,4.99,2.85,4.9,2.44,1.58,2.44,1.58
E0,02/05/2024,15:00,Bournemouth,Fulham,0,1,A,0,1,A,Test Ref,16,11,3,5,11,14,4,11,1,1,0,0,3.37,2.83,5.02,3.37,2.83,5.02,2.16,1.64,2.16,1.64
E0,08/05/2024,15:00,Wolves,Newcastle,1,0,H,1,0,H,Test Ref,9,7,2,2,17,7,7,3,0,0,0,0,3.46,3.59,1.96,3.46,3.59,1.96,1.62,1.5,1.62,1.5
E0,06/05/2024,15:00,Man United,Crystal Palace,4,0,H,3,0,H,Test Ref,21,16,6,6,10,9,10,7,4,1,0,0,3.39,2.52,1.55,3.39,2.52,1.55,1.83,1.93,1.83,1.93
E0,08/06/2024,15:00,Liverpool,Aston Villa,2,2,D,1,0,H,Test Ref,10,11,2,5,11,16,3,11,0,2,0,0,4.05,3.73,4.14,4.05,3.73,4.14,1.73,2.43,1.73,2.43
E0,19/06/2024,15:00,Crystal Palace,Brighton,2,1,H,2,0,H,Test Ref,7,13,1,4,16,11,3,7,3,4,0,0,2.78,3.44,4.77,2.78,3.44,4.77,2.36,1.88,2.36,1.88
E0,17/06/2024,15:00,Man United,West Ham,0,0,D,0,0,D,Test Ref,7,14,2,4,11,16,7,2,0,4,0,0,3.24,3.19,2.98,3.24,3.19,2.98,2.49,1.44,2.49,1.44
E0,15/06/2024,15:00,Ipswich,Brentford,2,1,H,2,1,H,Test Ref,16,7,7,3,14,12,2,4,3,1,0,0,2.07,4.21,3.56,2.07,4.21,3.56,1.67,2.36,1.67,2.36
E0,20/06/2024,15:00,Tottenham,Nott'm Forest,3,1,H,0,1,A,Test Ref,5,12,2,4,7,10,8,11,1,4,0,0,3.27,3.0,4.16,3.27,3.0,4.16,2.18,1.58,2.18,1.58
E0,24/06/2024,15:00,Newcastle,Bournemouth,2,2,D,0,1,A,Test Ref,24,22,14,5,14,17,6,5,0,2,0,0,2.72,3.51,1.4,2.72,3.51,1.4,1.56,2.49,1.56,2.49
E0,26/06/2024,15:00,Southampton,Wolves,1,0,H,1,0,H,Test Ref,16,10,4,2,14,16,5,3,1,4,0,0,3.33,4.24,2.05,3.33,4.24,2.05,2.16,2.32,2.16,2.32
E0,14/06/2024,15:00,Everton,Fulham,1,0,H,1,0,H,Test Ref,20,18,7,8,6,10,11,3,0,0,0,0,4.96,3.63,4.74,4.96,3.63,4.74,2.37,1.84,2.37,1.84
E0,26/06/2024,15:00,Chelsea,Arsenal,4,1,H,0,1,A,Test Ref,5,16,2,6,5,5,4,10,0,2,0,0,4.1,3.84,4.17,4.1,3.84,4.17,1.91,1.82,1.91,1.82
E0,04/06/2024,15:00,Man City,Leicester,4,0,H,1,0,H,Test Ref,15,20,6,9,15,11,6,8,4,3,0,0,3.02,2.89,3.5,3.02,2.89,3.5,1.61,1.58,1.61,1.58
E0,05/07/2024,15:00,Brighton,Wolves,1,1,D,1,1,D,Test Ref,14,19,8,8,10,16,7,6,0,1,0,0,3.17,4.18,5.52,3.17,4.18,5.52,1.79,1.66,1.79,1.66
E0,07/07/2024,15:00,Leicester,Crystal Palace,1,4,A,0,0,D,Test Ref,21,7,11,2,10,9,6,2,2,3,0,0,2.43,3.76,1.48,2.43,3.76,1.48,1.56,1.7,1.56,1.7
E0,08/07/2024,15:00,Liverpool,Tottenham,2,3,A,0,1,A,Test Ref,11,17,2,3,7,13,2,5,0,2,0,0,3.32,4.16,4.41,3.32,4.16,4.41,1.48,2.1,1.48,2.1
E0,05/07/2024,15:00,Southampton,Chelsea,3,1,H,2,1,H,Test Ref,12,16,2,9,14,18,10,8,0,3,0,0,5.02,4.35,2.33,5.02,4.35,2.33,1.84,1.57,1.84,1.57
E0,18/07/2024,15:00,Fulham,West Ham,2,1,H,0,1,A,Test Ref,16,10,4,2,11,6,5,2,4,1,0,0,2.35,3.52,5.16,2.35,3.52,5.16,1.71,2.44,1.71,2.44
E0,01/07/2024,15:00,Arsenal,Man City,4,0,H,1,0,H,Test Ref,14,18,7,9,19,9,5,10,2,1,0,0,5.8,3.65,5.68,5.8,3.65,5.68,2.03,1.93,2.03,1.93
E0,11/07/2024,15:00,Aston Villa,Brentford,3,0,H,1,0,H,Test Ref,6,12,2,4,6,17,5,5,3,4,1,0,2.95,3.27,3.91,2.95,3.27,3.91,1.61,1.63,1.61,1.63
E0,03/07/2024,15:00,Ipswich,Everton,2,1,H,0,1,A,Test Ref,11,20,5,8,12,5,5,8,4,3,0,0,3.73,3.35,1.83,3.73,3.35,1.83,2.38,1.89,2.38,1.89
E0,11/07/2024,15:00,Bournemouth,Newcastle,1,3,A,0,0,D,Test Ref,10,19,4,8,9,5,9,8,4,4,0,0,2.15,2.63,1.4,2.15,2.63,1.4,1.81,1.69,1.81,1.69
E0,11/07/2024,15:00,Man United,Nott'm Forest,2,1,H,0,1,A,Test Ref,13,24,7,8,13,5,11,2,0,0,0,0,2.42,4.18,1.38,2.42,4.18,1.38,2.39,1.91,2.39,1.91
E0,08/08/2024,15:00,Wolves,Chelsea,0,0,D,0,0,D,Test Ref,18,8,6,4,16,7,8,4,2,1,0,0,4.87,3.03,1.3,4.87,3.03,1.3,1.49,2.46,1.49,2.46
E0,26/08/2024,15:00,Brentford,Leicester,2,0,H,0,0,D,Test Ref,13,22,4,5,10,17,9,3,4,3,0,1,1.73,3.7,1.66,1.73,3.7,1.66,1.81,2.01,1.81,2.01
E0,20/08/2024,15:00,Fulham,Man United,2,0,H,0,0,D,Test Ref,11,21,3,8,18,12,6,6,3,2,0,0,2.49,3.58,4.69,2.49,3.58,4.69,1.52,2.15,1.52,2.15
E0,14/08/2024,15:00,Ipswich,Man City,1,2,A,1,0,H,Test Ref,23,11,9,6,14,14,6,9,0,3,0,0,1.68,3.3,5.04,1.68,3.3,5.04,1.62,2.01,1.62,2.01
E0,22/08/2024,15:00,Nott'm Forest,Brighton,1,1,D,1,1,D,Test Ref,21,18,5,10,15,7,10,5,2,4,0,0,4.29,4.06,2.24,4.29,4.06,2.24,1.55,2.13,1.55,2.13
E0,26/08/2024,15:00,Bournemouth,Tottenham,1,1,D,1,1,D,Test Ref,18,7,4,3,8,12,8,5,1,1,0,1,2.75,3.77,1.92,2.75,3.77,1.92,2.16,2.22,2.16,2.22
E0,05/08/2024,15:00,Crystal Palace,Liverpool,3,0,H,0,0,D,Test Ref,22,24,4,12,17,5,10,7,0,3,0,0,4.49,4.48,4.79,4.49,4.48,4.79,2.21,2.45,2.21,2.45
E0,07/08/2024,15:00,Arsenal,Newcastle,0,1,A,0,0,D,Test Ref,17,10,6,3,14,7,6,4,1,2,0,0,3.51,3.37,5.7,3.51,3.37,5.7,2.18,2.09,2.18,2.09
E0,04/08/2024,15:00,Southampton,West Ham,3,0,H,0,0,D,Test Ref,24,8,4,2,16,11,11,7,2,3,0,0,2.98,3.36,5.25,2.98,3.36,5.25,1.69,1.57,1.69,1.57
E0,05/08/2024,15:00,Everton,Aston Villa,0,0,D,0,0,D,Test Ref,5,11,1,3,12,19,9,5,4,1,0,0,4.2,3.49,5.9,4.2,3.49,5.9,1.56,2.2,1.56,2.2
E0,14/09/2024,15:00,Man City,Bournemouth,1,2,A,1,0,H,Test Ref,6,20,1,4,10,16,4,8,3,2,0,0,4.97,2.9,2.44,4.97,2.9,2.44,1.58,1.76,1.58,1.76
E0,19/09/2024,15:00,Newcastle,Leicester,1,0,H,1,0,H,Test Ref,13,12,7,6,12,18,3,10,2,3,0,0,1.71,3.81,5.15,1.71,3.81,5.15,1.82,2.25,1.82,2.25
E0,28/09/2024,15:00,Man United,Everton,0,0,D,0,0,D,Test Ref,13,8,4,2,6,14,10,9,3,3,0,0,4.14,3.23,5.51,4.14,3.23,5.51,1.59,1.96,1.59,1.96
E0,03/09/2024,15:00,Nott'm Forest,Tottenham,0,0,D,0,0,D,Test Ref,10,18,2,9,19,17,8,2,4,4,0,0,5.99,4.46,4.35,5.99,4.46,4.35,1.54,2.16,1.54,2.16
E0,09/09/2024,15:00,Chelsea,Crystal Palace,3,1,H,2,1,H,Test Ref,15,6,7,2,6,10,6,9,2,3,0,0,4.62,4.15,1.68,4.62,4.15,1.68,1.66,1.56,1.66,1.56
E0,21/09/2024,15:00,Wolves,Ipswich,1,1,D,1,1,D,Test Ref,5,24,2,5,12,16,4,9,0,3,0,0,2.54,3.79,4.53,2.54,3.79,4.53,1.96,1.74,1.96,1.74
E0,26/09/2024,15:00,Brentford,Brighton,0,0,D,0,0,D,Test Ref,22,23,12,10,12,18,8,3,3,4,0,0,5.89,2.72,3.23,5.89,2.72,3.23,1.45,2.21,1.45,2.21
E0,04/09/2024,15:00,Aston Villa,Arsenal,1,5,A,1,1,D,Test Ref,23,19,8,5,12,5,6,5,0,0,0,0,4.07,3.09,2.64,4.07,3.09,2.64,2.22,1.45,2.22,1.45
E0,23/09/2024,15:00,Fulham,Liverpool,3,2,H,1,0,H,Test Ref,15,18,8,7,9,7,6,5,3,0,0,0,1.36,4.24,1.51,1.36,4.24,1.51,2.45,1.43,2.45,1.43
E0,17/09/2024,15:00,West Ham,Southampton,1,2,A,1,1,D,Test Ref,24,23,7,9,16,17,5,7,2,3,0,0,4.77,3.51,4.24,4.77,3.51,4.24,1.48,1.68,1.48,1.68
E0,14/10/2024,15:00,Newcastle,Aston Villa,1,2,A,1,0,H,Test Ref,14,15,3,4,5,13,9,6,0,4,0,0,5.4,3.49,4.57,5.4,3.49,4.57,2.49,1.54,2.49,1.54
E0,17/10/2024,15:00,West Ham,Crystal Palace,0,1,A,0,1,A,Test Ref,11,9,2,4,5,19,8,8,3,1,0,0,5.04,3.83,1.64,5.04,3.83,1.64,2.06,2.0,2.06,2.0
E0,09/10/2024,15:00,Wolves,Brentford,0,0,D,0,0,D,Test Ref,6,23,2,4,10,13,3,4,0,3,0,0,4.76,3.56,5.18,4.76,3.56,5.18,2.49,2.3,2.49,2.3
E0,23/10/2024,15:00,Brighton,Southampton,1,1,D,0,0,D,Test Ref,21,10,11,4,7,17,3,5,0,4,0,0,2.29,3.27,3.36,2.29,3.27,3.36,2.04,2.24,2.04,2.24
E0,08/10/2024,15:00,Leicester,Tottenham,1,1,D,1,0,H,Test Ref,9,11,2,6,7,17,2,5,1,3,0,1,3.05,4.08,4.06,3.05,4.08,4.06,1.51,2.33,1.51,2.33
E0,04/10/2024,15:00,Bournemouth,Nott'm Forest,1,2,A,0,0,D,Test Ref,7,15,1,3,7,6,7,11,2,4,0,0,5.52,2.73,5.79,5.52,2.73,5.79,1.75,2.38,1.75,2.38
E0,28/10/2024,15:00,Man United,Man City,2,1,H,0,1,A,Test Ref,17,6,4,1,7,14,8,4,1,4,0,0,2.84,3.04,5.84,2.84,3.04,5.84,2.01,1.78,2.01,1.78
E0,17/10/2024,15:00,Fulham,Arsenal,2,1,H,2,0,H,Test Ref,23,9,11,2,9,8,6,2,2,2,0,0,3.76,4.24,1.83,3.76,4.24,1.83,2.27,1.54,2.27,1.54
E0,09/10/2024,15:00,Ipswich,Everton,2,3,A,1,0,H,Test Ref,8,10,3,4,7,6,8,10,0,2,0,0,3.33,3.7,4.04,3.33,3.7,4.04,2.29,1.92,2.29,1.92
E0,25/10/2024,15:00,Chelsea,Liverpool,0,0,D,0,0,D,Test Ref,10,7,3,2,10,17,8,3,2,2,0,0,2.64,3.22,5.06,2.64,3.22,5.06,1.71,1.63,1.71,1.63
E0,28/11/2024,15:00,Leicester,Aston Villa,4,1,H,0,0,D,Test Ref,10,15,3,3,15,10,3,4,1,0,0,0,4.59,2.6,1.55,4.59,2.6,1.55,1.84,1.72,1.84,1.72
E0,20/11/2024,15:00,Fulham,Chelsea,2,0,H,0,0,D,Test Ref,11,11,3,5,7,9,6,6,2,0,0,0,4.65,4.23,3.38,4.65,4.23,3.38,2.3,2.01,2.3,2.01
E0,12/11/2024,15:00,Liverpool,Man United,1,3,A,1,1,D,Test Ref,18,6,4,2,19,13,10,2,0,1,0,0,4.05,4.29,4.0,4.05,4.29,4.0,1.91,1.77,1.91,1.77
E0,01/11/2024,15:00,Brighton,Nott'm Forest,2,1,H,1,1,D,Test Ref,21,10,7,5,14,11,6,2,1,4,0,0,4.58,2.51,2.0,4.58,2.51,2.0,2.18,2.13,2.18,2.13
E0,22/11/2024,15:00,Brentford,Wolves,1,2,A,1,1,D,Test Ref,20,11,8,4,16,13,3,4,3,0,0,0,3.2,3.94,2.98,3.2,3.94,2.98,2.36,2.2,2.36,2.2
E0,13/11/2024,15:00,West Ham,Man City,0,2,A,0,1,A,Test Ref,10,16,2,7,5,8,7,7,4,3,1,0,5.15,4.06,3.81,5.15,4.06,3.81,1.51,2.16,1.51,2.16
E0,12/11/2024,15:00,Crystal Palace,Southampton,1,0,H,0,0,D,Test Ref,7,19,2,10,17,15,5,9,0,3,1,0,4.86,3.41,2.48,4.86,3.41,2.48,1.64,1.54,1.64,1.54
E0,03/11/2024,15:00,Arsenal,Ipswich,0,0,D,0,0,D,Test Ref,5,11,1,3,17,11,6,5,3,2,1,0,4.96,4.06,3.4,4.96,4.06,3.4,1.84,1.73,1.84,1.73
E0,04/11/2024,15:00,Everton,Tottenham,3,0,H,1,0,H,Test Ref,24,22,10,9,5,15,7,10,1,3,0,0,5.27,3.13,2.53,5.27,3.13,2.53,2.48,1.98,2.48,1.98
E0,06/11/2024,15:00,Bournemouth,Newcastle,2,1,H,0,0,D,Test Ref,19,13,9,6,8,8,3,6,0,2,1,0,2.65,4.02,2.9,2.65,4.02,2.9,2.44,2.46,2.44,2.46
E0,02/12/2024,15:00,Fulham,Liverpool,1,1,D,0,1,A,Test Ref,16,15,6,8,10,10,8,8,1,1,1,0,4.71,3.21,4.55,4.71,3.21,4.55,1.83,2.45,1.83,2.45
E0,13/12/2024,15:00,Brentford,Crystal Palace,1,2,A,1,0,H,Test Ref,22,16,4,3,19,15,6,11,4,1,0,0,4.7,2.69,3.26,4.7,2.69,3.26,1.43,1.93,1.43,1.93
E0,13/12/2024,15:00,Aston Villa,Brighton,0,1,A,0,0,D,Test Ref,7,24,1,5,11,15,4,2,1,0,0,0,3.91,3.22,4.35,3.91,3.22,4.35,1.66,1.61,1.66,1.61
E0,20/12/2024,15:00,Newcastle,Leicester,1,2,A,1,1,D,Test Ref,8,9,3,3,16,14,6,4,2,2,0,0,5.54,4.19,3.12,5.54,4.19,3.12,2.24,2.31,2.24,2.31
E0,13/12/2024,15:00,Southampton,Arsenal,1,1,D,0,1,A,Test Ref,8,19,4,7,19,17,9,9,3,1,0,0,5.16,3.53,3.42,5.16,3.53,3.42,1.45,1.72,1.45,1.72
E0,13/12/2024,15:00,Everton,Wolves,0,0,D,0,0,D,Test Ref,10,9,4,2,9,17,8,7,3,2,0,0,2.12,3.12,4.71,2.12,3.12,4.71,2.1,1.86,2.1,1.86
E0,22/12/2024,15:00,Bournemouth,Nott'm Forest,1,0,H,1,0,H,Test Ref,19,8,11,4,9,12,6,7,0,2,0,0,1.3,3.04,3.68,1.3,3.04,3.68,1.7,2.09,1.7,2.09
E0,06/12/2024,15:00,Man City,West Ham,1,0,H,1,0,H,Test Ref,23,8,13,3,19,11,3,9,2,0,0,0,5.28,3.19,1.35,5.28,3.19,1.35,1.46,1.56,1.46,1.56
E0,01/12/2024,15:00,Ipswich,Man United,3,3,D,0,0,D,Test Ref,8,22,1,11,18,14,4,9,0,1,0,0,4.58,4.13,3.82,4.58,4.13,3.82,2.46,1.46,2.46,1.46
E0,11/12/2024,15:00,Tottenham,Chelsea,1,0,H,1,0,H,Test Ref,16,6,8,2,11,18,6,9,2,1,0,0,1.26,3.85,1.45,1.26,3.85,1.45,2.0,1.72,2.0,1.72
E0,17/01/2024,15:00,Brentford,Man City,0,2,A,0,0,D,Test Ref,23,24,7,7,13,12,11,10,1,4,0,0,3.83,4.46,3.87,3.83,4.46,3.87,1.61,2.04,1.61,2.04
E0,21/01/2024,15:00,Ipswich,Crystal Palace,1,0,H,0,0,D,Test Ref,20,6,6,2,15,11,7,11,2,4,0,0,3.27,3.89,3.4,3.27,3.89,3.4,1.5,2.01,1.5,2.01
E0,04/01/2024,15:00,Bournemouth,Man United,0,1,A,0,0,D,Test Ref,8,6,4,3,14,9,11,10,2,2,0,0,4.02,3.9,4.46,4.02,3.9,4.46,1.85,1.42,1.85,1.42
E0,17/01/2024,15:00,Aston Villa,Leicester,3,2,H,0,1,A,Test Ref,22,7,12,1,17,15,10,5,0,2,1,0,4.14,3.78,2.36,4.14,3.78,2.36,2.19,1.5,2.19,1.5
E0,24/01/2024,15:00,Nott'm Forest,Everton,1,1,D,0,0,D,Test Ref,15,20,8,6,18,14,3,4,0,2,0,0,2.8,4.27,3.04,2.8,4.27,3.04,1.94,1.71,1.94,1.71
E0,05/01/2024,15:00,Tottenham,Newcastle,0,3,A,0,0,D,Test Ref,13,10,6,3,9,13,2,7,1,2,0,0,2.39,3.91,3.25,2.39,3.91,3.25,1.89,2.11,1.89,2.11
E0,05/01/2024,15:00,West Ham,Fulham,2,2,D,1,0,H,Test Ref,8,19,2,9,13,5,7,3,4,4,0,0,4.39,4.26,5.11,4.39,4.26,5.11,2.15,1.52,2.15,1.52
