Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,B365>2.5,B365<2.5
SP1,17/02/2024,15:00,Leganes,Mallorca,2,2,D,1,0,H,Test Ref,15,24,5,8,6,19,8,9,2,2,0,0,4.25,3.91,5.52,4.25,3.91,5.52,1.65,2.06,1.65,2.06
SP1,02/02/2024,15:00,Alaves,Getafe,5,3,H,0,0,D,Test Ref,20,18,7,9,5,19,5,9,3,4,0,0,1.76,2.53,5.74,1.76,2.53,5.74,1.61,2.31,1.61,2.31
SP1,16/02/2024,15:00,Sevilla,Celta,2,3,A,0,1,A,Test Ref,6,6,1,1,9,18,3,9,3,3,0,0,3.19,3.79,4.38,3.19,3.79,4.38,1.57,1.95,1.57,1.95
SP1,20/02/2024,15:00,Ath Madrid,Valladolid,1,1,D,1,0,H,Test Ref,6,23,1,12,19,15,5,3,1,3,0,0,5.56,3.66,1.87,5.56,3.66,1.87,1.91,2.2,1.91,2.2
SP1,11/02/2024,15:00,Real Madrid,Valencia,1,1,D,1,1,D,Test Ref,22,20,5,7,18,15,2,3,0,0,0,0,2.46,2.52,5.38,2.46,2.52,5.38,1.99,2.47,1.99,2.47
SP1,16/02/2024,15:00,Osasuna,Girona,0,1,A,0,1,A,Test Ref,8,12,2,7,16,15,3,7,0,1,0,0,3.15,2.92,4.22,3.15,2.92,4.22,1.67,1.94,1.67,1.94
SP1,18/02/2024,15:00,Ath Bilbao,Real Sociedad,4,2,H,1,1,D,Test Ref,11,14,2,4,7,8,9,2,2,4,0,0,3.03,4.41,3.16,3.03,4.41,3.16,1.64,2.1,1.64,2.1
SP1,21/02/2024,15:00,Betis,Las Palmas,4,2,H,1,0,H,Test Ref,13,8,5,2,13,15,7,2,0,2,0,0,3.95,4.45,1.58,3.95,4.45,1.58,1.91,1.84,1.91,1.84
SP1,13/03/2024,15:00,Alaves,Sevilla,0,0,D,0,0,D,Test Ref,7,11,3,5,14,13,3,7,1,0,0,0,1.5,3.92,1.53,1.5,3.92,1.53,2.05,2.06,2.05,2.06
SP1,06/03/2024,15:00,Espanol,Las Palmas,1,1,D,0,0,D,Test Ref,20,14,11,4,16,15,8,11,0,4,0,0,2.74,3.6,4.91,2.74,3.6,4.91,1.84,2.44,1.84,2.44
SP1,13/03/2024,15:00,Mallorca,Ath Madrid,1,1,D,0,0,D,Test Ref,19,16,7,6,13,9,10,11,0,3,0,0,4.65,2.8,2.57,4.65,2.8,2.57,2.37,1.99,2.37,1.99
SP1,23/03/2024,15:00,Osasuna,Betis,2,0,H,1,0,H,Test Ref,11,13,6,6,12,19,2,3,2,0,0,0,1.36,3.22,5.27,1.36,3.22,5.27,1.82,1.91,1.82,1.91
SP1,17/03/2024,15:00,Real Sociedad,Ath Bilbao,1,0,H,0,0,D,Test Ref,12,10,6,5,12,7,6,2,3,4,0,0,1.93,3.34,4.15,1.93,3.34,4.15,1.41,2.19,1.41,2.19
SP1,22/03/2024,15:00,Valencia,Vallecano,0,0,D,0,0,D,Test Ref,10,19,2,5,18,9,2,9,4,0,0,0,4.55,3.43,4.83,4.55,3.43,4.83,2.04,1.46,2.04,1.46
SP1,12/03/2024,15:00,Celta,Leganes,3,0,H,2,0,H,Test Ref,19,7,11,1,18,11,6,4,0,1,0,0,5.55,3.44,1.53,5.55,3.44,1.53,1.63,1.41,1.63,1.41
SP1,12/03/2024,15:00,Girona,Villarreal,3,0,H,2,0,H,Test Ref,10,8,4,2,6,10,9,6,0,2,0,0,2.83,2.88,3.73,2.83,2.88,3.73,2.16,1.94,2.16,1.94
SP1,19/03/2024,15:00,Real Madrid,Barcelona,0,1,A,0,1,A,Test Ref,14,22,5,12,16,12,5,10,2,1,0,0,5.39,3.88,2.86,5.39,3.88,2.86,1.87,2.2,1.87,2.2
SP1,22/03/2024,15:00,Valladolid,Getafe,1,1,D,1,1,D,Test Ref,23,6,4,2,16,15,3,3,4,0,0,1,1.43,4.01,2.97,1.43,4.01,2.97,2.03,1.7,2.03,1.7
SP1,11/04/2024,15:00,Alaves,Osasuna,1,2,A,1,0,H,Test Ref,6,5,2,2,9,8,4,5,0,3,0,0,3.17,4.25,5.13,3.17,4.25,5.13,2.29,1.64,2.29,1.64
SP1,28/04/2024,15:00,Real Sociedad,Espanol,2,0,H,2,0,H,Test Ref,22,20,12,8,11,18,10,10,3,3,0,1,5.23,2.85,4.43,5.23,2.85,4.43,1.79,2.3,1.79,2.3
SP1,17/04/2024,15:00,Celta,Valencia,1,0,H,1,0,H,Test Ref,6,10,3,3,14,6,6,9,4,1,0,0,3.45,2.74,5.21,3.45,2.74,5.21,1.86,1.69,1.86,1.69
SP1,20/04/2024,15:00,Real Madrid,Vallecano,2,2,D,2,1,H,Test Ref,12,24,4,8,5,12,11,5,1,0,0,0,5.75,4.3,4.57,5.75,4.3,4.57,2.05,1.71,2.05,1.71
SP1,08/04/2024,15:00,Betis,Las Palmas,3,0,H,2,0,H,Test Ref,21,12,4,5,15,7,8,6,3,2,0,0,1.78,3.44,4.41,1.78,3.44,4.41,2.11,1.56,2.11,1.56
SP1,16/04/2024,15:00,Barcelona,Valladolid,1,1,D,0,0,D,Test Ref,17,20,5,9,7,12,7,10,0,0,0,0,3.8,3.09,4.51,3.8,3.09,4.51,1.4,1.47,1.4,1.47
SP1,20/04/2024,15:00,Girona,Mallorca,2,1,H,0,0,D,Test Ref,8,7,3,2,6,17,9,11,0,2,0,0,3.78,4.0,1.74,3.78,4.0,1.74,2.27,1.43,2.27,1.43
SP1,19/04/2024,15:00,Villarreal,Ath Bilbao,2,1,H,0,0,D,Test Ref,17,6,6,2,6,9,5,9,1,3,0,0,1.99,3.87,3.23,1.99,3.87,3.23,2.42,1.91,2.42,1.91
SP1,26/04/2024,15:00,Sevilla,Ath Madrid,2,1,H,2,0,H,Test Ref,24,17,5,8,17,17,2,10,3,2,0,0,3.33,3.56,4.07,3.33,3.56,4.07,2.18,1.98,2.18,1.98
SP1,14/04/2024,15:00,Getafe,Leganes,1,0,H,1,0,H,Test Ref,17,5,5,2,9,5,5,8,3,2,0,0,2.51,2.83,2.08,2.51,2.83,2.08,1.44,2.34,1.44,2.34
SP1,03/05/2024,15:00,Girona,Betis,0,1,A,0,0,D,Test Ref,22,23,9,13,7,13,5,11,0,1,0,1,4.78,3.38,3.26,4.78,3.38,3.26,1.65,1.96,1.65,1.96
SP1,27/05/2024,15:00,Celta,Real Madrid,1,1,D,1,1,D,Test Ref,20,8,7,3,12,10,11,11,3,1,0,0,2.09,3.84,1.24,2.09,3.84,1.24,2.32,1.97,2.32,1.97
SP1,13/05/2024,15:00,Alaves,Osasuna,1,0,H,1,0,H,Test Ref,7,9,1,4,13,18,3,6,2,4,0,0,2.3,3.79,1.83,2.3,3.79,1.83,2.35,2.13,2.35,2.13
SP1,16/05/2024,15:00,Real Sociedad,Getafe,1,2,A,1,2,A,Test Ref,15,15,4,7,9,7,9,6,3,1,0,0,5.8,4.46,3.75,5.8,4.46,3.75,1.97,1.71,1.97,1.71
SP1,18/05/2024,15:00,Villarreal,Leganes,1,0,H,0,0,D,Test Ref,10,6,3,2,7,17,8,5,4,1,0,0,3.9,2.79,4.51,3.9,2.79,4.51,1.56,1.84,1.56,1.84
SP1,26/05/2024,15:00,Las Palmas,Ath Bilbao,0,0,D,0,0,D,Test Ref,22,11,9,3,6,11,3,8,1,4,0,0,5.7,2.58,1.27,5.7,2.58,1.27,1.87,2.05,1.87,2.05
SP1,20/05/2024,15:00,Ath Madrid,Sevilla,2,0,H,2,0,H,Test Ref,13,18,5,4,12,6,3,2,3,3,0,0,3.66,3.88,2.72,3.66,3.88,2.72,2.11,1.91,2.11,1.91
SP1,07/05/2024,15:00,Valencia,Barcelona,3,1,H,0,0,D,Test Ref,20,17,4,3,15,5,2,9,2,4,0,0,3.21,3.16,1.71,3.21,3.16,1.71,1.93,2.34,1.93,2.34
SP1,11/05/2024,15:00,Mallorca,Espanol,0,1,A,0,0,D,Test Ref,21,23,8,12,17,16,10,5,0,0,0,0,2.05,3.03,5.72,2.05,3.03,5.72,1.89,2.27,1.89,2.27
SP1,03/05/2024,15:00,Vallecano,Valladolid,3,1,H,2,1,H,Test Ref,5,21,2,12,6,16,10,8,2,4,0,0,2.93,3.07,2.89,2.93,3.07,2.89,1.64,2.0,1.64,2.0
SP1,05/06/2024,15:00,Osasuna,Celta,1,0,H,1,0,H,Test Ref,17,7,10,2,8,19,8,6,3,0,0,0,3.57,4.49,3.06,3.57,4.49,3.06,2.05,1.52,2.05,1.52
SP1,26/06/2024,15:00,Girona,Sevilla,2,3,A,1,0,H,Test Ref,13,12,5,5,18,13,3,11,1,2,0,0,5.31,4.22,3.18,5.31,4.22,3.18,2.07,2.11,2.07,2.11
SP1,16/06/2024,15:00,Villarreal,Barcelona,3,1,H,0,0,D,Test Ref,13,12,5,4,17,9,8,6,4,3,0,0,3.22,4.1,2.55,3.22,4.1,2.55,2.36,2.39,2.36,2.39
SP1,10/06/2024,15:00,Alaves,Getafe,2,2,D,1,1,D,Test Ref,14,14,7,4,10,6,9,2,0,3,0,1,2.2,4.3,1.3,2.2,4.3,1.3,2.4,1.52,2.4,1.52
SP1,11/06/2024,15:00,Ath Madrid,Valencia,2,3,A,0,0,D,Test Ref,11,18,6,6,7,11,9,10,1,4,0,0,2.15,3.51,5.25,2.15,3.51,5.25,1.98,1.54,1.98,1.54
SP1,27/06/2024,15:00,Real Sociedad,Ath Bilbao,1,0,H,1,0,H,Test Ref,19,21,8,9,13,10,2,7,1,0,0,0,1.71,2.91,3.68,1.71,2.91,3.68,1.91,2.49,1.91,2.49
SP1,09/06/2024,15:00,Mallorca,Vallecano,3,1,H,3,0,H,Test Ref,18,11,6,5,17,5,10,11,0,1,0,0,4.71,2.87,4.11,4.71,2.87,4.11,2.09,2.23,2.09,2.23
SP1,05/06/2024,15:00,Las Palmas,Real Madrid,0,2,A,0,0,D,Test Ref,5,10,2,4,10,5,4,3,2,4,0,0,5.13,2.93,5.66,5.13,2.93,5.66,1.43,2.41,1.43,2.41
SP1,15/06/2024,15:00,Espanol,Valladolid,3,3,D,0,1,A,Test Ref,18,10,7,4,8,11,5,8,4,1,0,0,4.73,3.68,3.98,4.73,3.68,3.98,2.15,2.02,2.15,2.02
SP1,11/06/2024,15:00,Betis,Leganes,0,2,A,0,0,D,Test Ref,7,16,1,6,17,12,10,5,2,2,0,0,5.05,3.53,5.81,5.05,3.53,5.81,2.33,2.41,2.33,2.41
SP1,20/07/2024,15:00,Real Sociedad,Real Madrid,1,0,H,1,0,H,Test Ref,23,11,12,5,17,11,10,11,4,0,0,0,2.53,3.9,3.18,2.53,3.9,3.18,1.75,2.43,1.75,2.43
SP1,27/07/2024,15:00,Getafe,Valladolid,2,2,D,0,0,D,Test Ref,10,16,4,4,10,5,8,11,3,3,0,0,4.91,4.46,1.87,4.91,4.46,1.87,2.18,1.86,2.18,1.86
SP1,26/07/2024,15:00,Leganes,Alaves,0,1,A,0,0,D,Test Ref,18,17,10,9,5,19,7,10,0,3,0,0,2.4,2.79,2.92,2.4,2.79,2.92,1.84,1.76,1.84,1.76
SP1,19/07/2024,15:00,Girona,Osasuna,4,2,H,1,1,D,Test Ref,13,24,5,11,15,8,7,4,0,1,0,0,3.09,4.43,1.63,3.09,4.43,1.63,2.06,1.5,2.06,1.5
SP1,21/07/2024,15:00,Villarreal,Ath Bilbao,1,0,H,0,0,D,Test Ref,19,7,6,3,5,18,9,2,2,2,0,0,2.04,3.05,5.61,2.04,3.05,5.61,1.88,2.44,1.88,2.44
SP1,11/07/2024,15:00,Sevilla,Las Palmas,0,2,A,0,0,D,Test Ref,9,14,3,7,15,12,11,2,0,3,0,1,2.91,3.95,5.62,2.91,3.95,5.62,2.13,1.84,2.13,1.84
SP1,14/07/2024,15:00,Barcelona,Espanol,1,1,D,0,1,A,Test Ref,12,20,6,9,9,18,2,11,4,0,0,0,3.27,4.07,3.16,3.27,4.07,3.16,1.48,2.18,1.48,2.18
SP1,19/07/2024,15:00,Vallecano,Betis,1,1,D,1,0,H,Test Ref,15,10,6,3,15,8,9,9,0,1,0,0,5.76,3.6,2.77,5.76,3.6,2.77,1.49,1.81,1.49,1.81
SP1,09/07/2024,15:00,Ath Madrid,Valencia,0,1,A,0,1,A,Test Ref,24,8,11,4,6,13,4,5,2,0,0,0,3.0,4.14,1.32,3.0,4.14,1.32,1.51,2.13,1.51,2.13
SP1,17/07/2024,15:00,Celta,Mallorca,0,2,A,0,0,D,Test Ref,20,19,10,6,7,8,7,7,4,2,1,0,2.8,2.81,2.03,2.8,2.81,2.03,2.37,2.12,2.37,2.12
SP1,21/08/2024,15:00,Real Madrid,Villarreal,3,0,H,2,0,H,Test Ref,9,20,2,10,7,19,5,7,2,0,0,0,4.94,4.36,1.52,4.94,4.36,1.52,1.73,2.12,1.73,2.12
SP1,26/08/2024,15:00,Barcelona,Mallorca,3,1,H,0,1,A,Test Ref,14,19,3,9,9,15,11,11,3,0,0,0,5.23,4.38,3.94,5.23,4.38,3.94,1.58,1.57,1.58,1.57
SP1,24/08/2024,15:00,Valencia,Betis,0,0,D,0,0,D,Test Ref,20,8,7,2,17,9,4,11,0,0,0,0,2.97,3.04,3.21,2.97,3.04,3.21,1.98,2.09,1.98,2.09
SP1,02/08/2024,15:00,Leganes,Girona,2,3,A,1,0,H,Test Ref,9,9,4,5,14,6,4,3,4,4,0,0,2.76,3.34,4.65,2.76,3.34,4.65,1.73,2.23,1.73,2.23
SP1,19/08/2024,15:00,Alaves,Las Palmas,4,1,H,0,1,A,Test Ref,24,21,7,11,7,13,8,9,1,3,0,0,3.26,3.41,1.95,3.26,3.41,1.95,1.86,1.73,1.86,1.73
SP1,06/08/2024,15:00,Espanol,Real Sociedad,2,1,H,0,1,A,Test Ref,16,8,3,2,9,11,6,5,0,0,0,0,4.15,3.23,2.12,4.15,3.23,2.12,2.09,2.38,2.09,2.38
SP1,04/08/2024,15:00,Ath Madrid,Ath Bilbao,3,1,H,0,1,A,Test Ref,15,11,5,2,7,12,5,8,3,1,0,0,3.69,2.58,1.67,3.69,2.58,1.67,1.51,1.69,1.51,1.69
SP1,12/08/2024,15:00,Sevilla,Valladolid,1,0,H,0,0,D,Test Ref,9,21,2,8,15,5,11,4,1,1,0,0,4.41,3.05,1.29,4.41,3.05,1.29,1.47,2.45,1.47,2.45
SP1,04/08/2024,15:00,Vallecano,Getafe,4,1,H,1,1,D,Test Ref,10,12,3,5,15,17,10,8,2,0,0,0,1.3,3.1,1.44,1.3,3.1,1.44,2.5,1.87,2.5,1.87
SP1,04/08/2024,15:00,Osasuna,Celta,2,0,H,0,0,D,Test Ref,23,17,10,3,8,12,9,5,4,1,0,0,5.13,3.0,2.68,5.13,3.0,2.68,2.33,1.94,2.33,1.94
SP1,24/09/2024,15:00,Betis,Real Madrid,2,0,H,1,0,H,Test Ref,14,16,4,5,19,10,2,11,0,4,0,0,1.41,4.49,2.42,1.41,4.49,2.42,1.86,2.26,1.86,2.26
SP1,06/09/2024,15:00,Getafe,Sevilla,2,1,H,0,0,D,Test Ref,11,20,5,6,6,19,3,4,2,2,0,0,1.44,4.02,2.72,1.44,4.02,2.72,1.81,1.93,1.81,1.93
SP1,09/09/2024,15:00,Mallorca,Espanol,2,3,A,1,0,H,Test Ref,10,19,2,4,16,10,11,9,3,4,0,0,4.9,4.13,5.24,4.9,4.13,5.24,1.86,2.35,1.86,2.35
SP1,09/09/2024,15:00,Alaves,Barcelona,2,1,H,1,1,D,Test Ref,21,23,4,7,9,10,3,2,1,2,0,0,5.51,3.61,4.52,5.51,3.61,4.52,2.08,2.31,2.08,2.31
SP1,07/09/2024,15:00,Valladolid,Ath Madrid,0,1,A,0,1,A,Test Ref,23,11,5,3,17,5,2,7,0,1,0,0,5.69,2.61,1.84,5.69,2.61,1.84,2.11,2.28,2.11,2.28
SP1,07/09/2024,15:00,Leganes,Ath Bilbao,4,4,D,0,1,A,Test Ref,13,15,2,8,16,19,10,4,1,4,0,0,4.86,2.52,2.77,4.86,2.52,2.77,1.64,2.5,1.64,2.5
SP1,11/09/2024,15:00,Las Palmas,Vallecano,2,2,D,1,0,H,Test Ref,13,6,5,3,10,6,4,2,2,3,0,0,4.59,3.56,2.77,4.59,3.56,2.77,1.61,1.93,1.61,1.93
SP1,18/09/2024,15:00,Celta,Real Sociedad,1,0,H,0,0,D,Test Ref,10,11,3,2,18,10,10,4,3,4,0,0,4.45,2.53,1.79,4.45,2.53,1.79,1.58,2.23,1.58,2.23
SP1,17/09/2024,15:00,Osasuna,Girona,1,0,H,0,0,D,Test Ref,17,17,5,5,7,17,8,7,3,4,1,0,5.15,2.63,1.5,5.15,2.63,1.5,1.71,1.63,1.71,1.63
SP1,06/09/2024,15:00,Villarreal,Valencia,1,1,D,0,0,D,Test Ref,16,10,7,4,11,14,3,3,1,4,0,0,3.5,2.6,1.33,3.5,2.6,1.33,1.93,2.0,1.93,2.0
SP1,07/10/2024,15:00,Barcelona,Leganes,2,1,H,1,1,D,Test Ref,20,22,7,6,19,8,3,11,1,2,0,0,4.85,3.93,4.69,4.85,3.93,4.69,1.46,1.99,1.46,1.99
SP1,15/10/2024,15:00,Sevilla,Vallecano,0,0,D,0,0,D,Test Ref,21,13,9,6,8,5,11,6,0,4,0,0,3.99,4.15,2.7,3.99,4.15,2.7,1.46,1.93,1.46,1.93
SP1,17/10/2024,15:00,Villarreal,Girona,0,0,D,0,0,D,Test Ref,6,10,2,5,7,6,9,6,2,2,0,1,2.48,3.54,5.86,2.48,3.54,5.86,2.26,1.81,2.26,1.81
SP1,10/10/2024,15:00,Ath Madrid,Espanol,1,1,D,1,1,D,Test Ref,12,12,2,5,5,7,8,9,1,0,0,0,1.39,3.01,4.0,1.39,3.01,4.0,2.29,2.25,2.29,2.25
SP1,15/10/2024,15:00,Valladolid,Osasuna,1,0,H,0,0,D,Test Ref,14,6,4,1,16,17,11,10,2,0,0,0,5.2,3.86,5.58,5.2,3.86,5.58,1.55,1.59,1.55,1.59
SP1,14/10/2024,15:00,Valencia,Getafe,0,2,A,0,0,D,Test Ref,9,16,2,9,11,15,11,2,4,0,0,0,3.6,3.92,4.87,3.6,3.92,4.87,2.28,2.32,2.28,2.32
SP1,16/10/2024,15:00,Real Madrid,Mallorca,1,2,A,1,0,H,Test Ref,5,6,2,3,16,13,5,11,1,0,0,0,1.81,4.05,3.51,1.81,4.05,3.51,2.35,1.63,2.35,1.63
SP1,23/10/2024,15:00,Betis,Celta,0,2,A,0,2,A,Test Ref,24,24,8,12,13,6,6,3,3,1,0,0,4.7,3.5,5.02,4.7,3.5,5.02,2.13,2.2,2.13,2.2
SP1,02/10/2024,15:00,Las Palmas,Ath Bilbao,1,1,D,1,1,D,Test Ref,13,10,4,2,15,18,7,10,3,3,0,0,2.37,2.54,2.76,2.37,2.54,2.76,1.84,2.1,1.84,2.1
SP1,13/10/2024,15:00,Alaves,Real Sociedad,0,1,A,0,0,D,Test Ref,6,20,3,9,12,10,7,11,2,4,0,0,5.44,3.06,2.07,5.44,3.06,2.07,2.24,1.6,2.24,1.6
SP1,27/11/2024,15:00,Las Palmas,Osasuna,3,0,H,1,0,H,Test Ref,6,18,2,4,9,12,6,2,0,1,0,0,5.2,3.6,2.81,5.2,3.6,2.81,2.34,1.57,2.34,1.57
SP1,28/11/2024,15:00,Betis,Sevilla,1,1,D,0,0,D,Test Ref,9,20,3,8,19,13,7,5,3,2,0,0,5.09,4.21,2.5,5.09,4.21,2.5,1.85,2.2,1.85,2.2
SP1,01/11/2024,15:00,Espanol,Real Madrid,2,1,H,1,1,D,Test Ref,23,12,12,2,10,14,9,11,3,1,0,0,1.99,2.98,1.52,1.99,2.98,1.52,1.47,1.42,1.47,1.42
SP1,13/11/2024,15:00,Girona,Alaves,0,2,A,0,0,D,Test Ref,20,14,6,5,12,11,2,9,0,3,0,0,3.81,4.22,5.36,3.81,4.22,5.36,2.07,1.83,2.07,1.83
SP1,03/11/2024,15:00,Mallorca,Real Sociedad,3,1,H,2,1,H,Test Ref,15,15,5,3,8,8,2,3,1,0,0,0,3.84,3.74,5.03,3.84,3.74,5.03,2.17,1.6,2.17,1.6
SP1,10/11/2024,15:00,Getafe,Vallecano,2,3,A,2,1,H,Test Ref,8,22,4,7,5,19,6,4,4,4,0,0,2.44,4.14,2.53,2.44,4.14,2.53,2.12,2.3,2.12,2.3
SP1,10/11/2024,15:00,Celta,Leganes,2,1,H,1,1,D,Test Ref,8,9,3,5,13,7,7,4,0,4,0,0,2.48,2.9,1.36,2.48,2.9,1.36,1.81,2.33,1.81,2.33
SP1,01/11/2024,15:00,Villarreal,Ath Bilbao,1,0,H,1,0,H,Test Ref,16,14,7,6,16,8,8,4,0,3,0,0,5.85,2.96,1.65,5.85,2.96,1.65,1.69,1.54,1.69,1.54
SP1,25/11/2024,15:00,Valencia,Ath Madrid,2,0,H,0,0,D,Test Ref,7,22,1,12,15,10,6,7,3,3,0,1,2.48,3.2,2.75,2.48,3.2,2.75,1.95,1.98,1.95,1.98
SP1,04/11/2024,15:00,Barcelona,Valladolid,1,0,H,0,0,D,Test Ref,23,14,5,5,10,14,5,9,4,0,0,0,5.58,4.24,5.5,5.58,4.24,5.5,1.47,2.33,1.47,2.33
SP1,14/12/2024,15:00,Las Palmas,Villarreal,1,1,D,0,0,D,Test Ref,24,24,5,8,15,6,3,9,4,1,0,0,3.05,4.42,3.28,3.05,4.42,3.28,2.04,2.44,2.04,2.44
SP1,08/12/2024,15:00,Barcelona,Ath Madrid,0,1,A,0,0,D,Test Ref,16,11,6,5,12,16,6,3,4,2,0,0,2.17,4.13,3.89,2.17,4.13,3.89,2.49,1.81,2.49,1.81
SP1,06/12/2024,15:00,Valladolid,Girona,2,1,H,2,1,H,Test Ref,22,13,4,4,18,14,8,11,3,2,0,0,2.3,3.56,1.85,2.3,3.56,1.85,2.28,2.15,2.28,2.15
SP1,12/12/2024,15:00,Getafe,Alaves,2,1,H,1,0,H,Test Ref,8,19,4,6,12,18,3,8,1,3,0,0,1.87,4.19,1.31,1.87,4.19,1.31,2.23,2.03,2.23,2.03
SP1,19/12/2024,15:00,Osasuna,Espanol,3,1,H,2,1,H,Test Ref,6,16,1,8,16,15,5,3,0,3,0,0,1.29,2.6,1.28,1.29,2.6,1.28,2.08,2.02,2.08,2.02
SP1,10/12/2024,15:00,Celta,Vallecano,2,0,H,1,0,H,Test Ref,16,14,7,4,9,17,3,9,3,0,0,0,4.05,3.21,5.09,4.05,3.21,5.09,2.43,2.36,2.43,2.36
SP1,23/12/2024,15:00,Mallorca,Real Madrid,2,3,A,0,0,D,Test Ref,24,5,12,2,13,10,8,5,0,4,0,0,5.76,3.53,1.55,5.76,3.53,1.55,2.1,2.26,2.1,2.26
SP1,18/12/2024,15:00,Betis,Real Sociedad,1,1,D,0,1,A,Test Ref,11,7,3,2,18,16,10,10,1,2,0,0,3.77,2.7,1.93,3.77,2.7,1.93,2.34,2.5,2.34,2.5
SP1,07/12/2024,15:00,Sevilla,Valencia,1,0,H,0,0,D,Test Ref,17,18,5,6,12,9,9,2,4,3,0,0,2.31,2.57,5.64,2.31,2.57,5.64,2.29,2.16,2.29,2.16
SP1,09/12/2024,15:00,Leganes,Ath Bilbao,1,1,D,1,1,D,Test Ref,22,6,10,2,17,19,11,11,1,3,0,0,3.36,3.0,1.67,3.36,3.0,1.67,2.0,1.75,2.0,1.75
SP1,20/01/2024,15:00,Osasuna,Barcelona,1,2,A,1,0,H,Test Ref,20,16,11,3,9,13,2,9,2,1,0,0,3.38,2.59,4.86,3.38,2.59,4.86,2.29,1.45,2.29,1.45
SP1,22/01/2024,15:00,Betis,Real Madrid,2,3,A,2,1,H,Test Ref,16,15,3,8,6,16,5,11,3,2,0,0,4.04,2.73,4.77,4.04,2.73,4.77,2.28,2.0,2.28,2.0
SP1,17/01/2024,15:00,Girona,Las Palmas,1,2,A,0,2,A,Test Ref,10,7,4,3,8,13,7,9,0,3,0,0,4.54,3.89,5.44,4.54,3.89,5.44,1.73,1.73,1.73,1.73
SP1,01/01/2024,15:00,Vallecano,Leganes,1,1,D,1,1,D,Test Ref,11,21,3,5,11,16,6,7,3,2,1,0,4.53,4.15,5.08,4.53,4.15,5.08,2.26,1.54,2.26,1.54
SP1,24/01/2024,15:00,Ath Bilbao,Valencia,2,3,A,1,0,H,Test Ref,5,12,2,7,13,18,9,9,3,1,0,0,3.2,3.95,3.35,3.2,3.95,3.35,2.21,2.49,2.21,2.49
